user,created_at,lang,like_count,quote_count,reply_count,retweet_count,tweet,url
TheBlueTrane,2021-01-30 10:36:49+00:00,en,3,0,0,2,"Sigur Rós - Live in Philadelphia - 2001 - Past Daily Soundbooth - Past Daily: News, History, Music And An Enormous Sound Archive. https://t.co/vTSYFeSJmA",https://pastdaily.com/2021/01/29/sigur-ros-live-in-philadelphia-2001-past-daily-soundbooth/
DJmag,2021-01-30 09:09:01+00:00,en,80,4,11,21,"The happy hardcore, jungle and hardcore techno history podcast will be curated into the British Library Sound Archive 👏 https://t.co/LR2mv9njEj",https://dj-m.ag/3t7cdpp
rocksound,2021-01-30 07:00:00+00:00,en,43,0,1,6,Bring Me The Horizon take to the stage at Leeds Festival in this clip from the Rock Sound archive https://t.co/ofHp0KRzgR,
patbirgan,2021-01-30 01:11:12+00:00,en,7,0,2,0,"For 80’s track fans you may not have seen this 1982 Comm Games doco before by the National Film and Sound Archive.

Rivalry of CAN sprinters Angela Taylor and Angela Bailey + Bert Cameron JAM (WC83 400m) + lots of dialogue with Charlie Francis and Taylor. 

Timestamps follow.. https://t.co/SHUOD2WOv3",
elvie_thompson,2021-01-29 17:05:25+00:00,en,3,1,0,1,@LeedsTed @Natures_Voice @Child_Leeds @leedslibraries @SkeltonGrange @emilydoodles Ooh that’s a brilliant idea! You could also check out @britishlibrary sound archive to hear recordings of birds and other wildlife. I wonder if you could identify things you hear on your walk? https://t.co/9MokzjoP66,https://sounds.bl.uk/Environment/British-wildlife-recordings
flamingdavid,2021-01-29 16:17:56+00:00,en,2,0,1,0,@HardingRoberts @zackpinsent @PhillM84 I believe there are various oral history projects who are collating experiences and a sound archive of those who lived under a very different set of laws etc. If he is interested might we worth googling to find out if any are looking for contributors., 
DJLibertyXFact,2021-01-29 16:01:33+00:00,en,0,0,0,0,"‘90s rave podcast, R.O.A.R, to be introduced into British Library: The happy hardcore, jungle and hardcore techno history podcast will be curated into the British Library Sound Archive https://t.co/uiTCR3Dl3R https://t.co/GLq0jnJxIx",https://djmag.com/news/90s-rave-podcast-roar-be-introduced-british-library?utm_source=dlvr.it&utm_medium=twitter
MelitaRadio,2021-01-29 14:35:05+00:00,en,13,0,1,8,"🎧 New @radioreverb podcast:

Remix the sound archive with @OpenStringsMus at @TheKeepArchives @KeepSounds @BLSoundHeritage 

+ music by Brighton's
@wehavesnakeeyes 
@samwilldavid aka CYMK
+ Lewes' @HuiHueMusic 

Listen:
https://t.co/8TtpyQNjGG https://t.co/UQ3HGr3PiZ",http://bit.ly/3r2nUMm
heatonmoorpark,2021-01-29 13:42:00+00:00,en,0,0,0,0,"Resources and the park:  Priceless collection of one hundred year old films restored, by  The National Film and Sound Archive of Australia...... https://t.co/2rZQfUjEe9     #film",https://www.nfsa.gov.au/priceless-collection-100-year-old-films-digitally-restored
DrillerTouko,2021-01-29 13:31:25+00:00,ja,0,0,0,0,今回は色々と内容に変更があり、コーナーを後付けする事にしました。時間がなかったので「Heisei Sound Archive」でお茶を濁そうかと思っていたのですが、新年最初の回から安易な方向に逃げるのもどうかと思い、昨年の音楽リハビリスペシャルで書いた曲に急遽詞・歌・ギターを追加する事にしました。, 
