user,created_at,lang,like_count,quote_count,reply_count,retweet_count,tweet,URL
wrightp_,2022-04-29 18:29:08+00:00,en,6,0,0,2,"Learning about web monetization at @mozillafestival this year led me to rediscover the Free Music Archive...which led to me to make this add-on for Firefox to help more people discover FMA content:

https://t.co/fx09thhK3s",https://addons.mozilla.org/en-GB/firefox/addon/free-music-archive-search/
wikipediachain,2022-04-29 12:38:29+00:00,en,0,0,1,0,Granma Province &gt; Granma (yacht) &gt; Ramón Castro Ruz &gt; Mariela Castro &gt; History Will Absolve Me &gt; Fulgencio Batista &gt; Battle of Santa Clara &gt; Wayback Machine &gt; Live Music Archive &gt; Universal access to all knowledge &gt; ISNI (identifier) &gt; ISO 1745 &gt; ISO/IEC 7064 &gt; ISO 6344 &gt; RM-ODP,
DoorchaserR,2022-04-29 12:22:51+00:00,en,0,0,1,0,"All tracks deleted from this playlist go to the ""A Huge Ever Expanding Archive of Ambient/Glitch/Lowercase music"" Archive playlist.: 

https://t.co/s5tuL3ifg8",https://open.spotify.com/playlist/2F2tgnOlAr507YBJULwciW?si=l4AcQQmgTBGJOVysuScR_A
CCMRewound,2022-04-29 11:30:00+00:00,en,1,0,0,0,"""Christian Music Archive"" Artist of the Day: 

White Heart (or Whiteheart).

Listen at 8:00am, 12 noon and 5:00pm eastern time.

https://t.co/HQeZNgtxXD
#ccmrewound https://t.co/i4m1PXjQsx",http://www.ccmrewound.com
wildpresent,2022-04-29 04:29:42+00:00,en,2,0,1,0,"Just to clarify WILD! uses Premiere Pro CC as its editing suite with Adobe After Effects to assist. For audio and soundtrack we use Epidemic Sound, Freesound and Free Music Archive (FMA).
Whatever you're doing Happy Friday guys! https://t.co/X6h7ZnkJCP",
aquelamuriela,2022-04-28 22:27:32+00:00,pt,0,0,0,0,"o freak folk music archive é o canal mais underrated do youtube, eu não consigo acreditar que eles têm tão poucos seguidores",
IDAH_IU,2022-04-28 21:42:24+00:00,en,1,0,1,0,"Manchester Digital Music Archive is a volunteer-run, user-generated community archive celebrating music in Greater Manchester, UK. Through manual and DH analysis of website content, Kate connects ethnography and data visualization to describe the archive structure and use.

2/2 https://t.co/r0W82Ldxse",
fogelnet,2022-04-28 15:08:53+00:00,en,0,0,0,0,"Grateful Dead: Sun, Apr 28, 1985 at Frost Amphitheater on Live Music Archive! #GratefulDead  https://t.co/2E4OzNQ30E",https://livemusicarchive.app/music/artists/GratefulDead/recordings/gd1985-04-28.sbd.sirmick.77406.flac16
TotalExposure,2022-04-28 13:17:12+00:00,en,0,0,1,0,"And second, a project that is perhaps more significant and exciting; a new 6 part podcast series called Gallo Vault sessions - a trawl through their massive music archive trying to make sense of it politically, socially, and culturally.",
LowlyLyricist,2022-04-28 10:38:54+00:00,en,20,0,2,1,"Elaborate visions built in real time.

Jacob Lee → Lowly → Conscience Cards → Jacob Lee's Music Archive → Lowly's Library of Lyricism → Lowly Labs → LowlyLand.",
LostMonarchs,2022-04-27 23:37:36+00:00,en,0,0,0,0,"@PhunkyWitch Agreed. This one’s next: Wed, Nov 14, 1973 at San Diego Sports Arena on Live Music Archive! https://t.co/Jgqstj7MPd",https://livemusicarchive.app/music/artists/GratefulDead/recordings/gd73-11-14.sbd.vernon.5612.sbeok.shnf
BmSluvdatea,2022-04-27 21:28:37+00:00,en,0,0,0,0,You did not lie. Even that Black Music Archive said the same thing. He was no supreme technical vocalist. Though he could sang! https://t.co/Ct9HR7CtE9,
WellthorpeEdna,2022-04-27 18:38:25+00:00,en,0,0,0,0,"#Laibach sympathy for the Devil
Who killed the Kennedys
#Triptastic
#Acccccciiiidd
A right old #808state
#42street 
The pig pen 
#@mdma
Manchester district music archive. https://t.co/mvuhkIvzOe",https://youtu.be/SS2j7Kd2g-U
kazu_idolband,2022-04-27 15:29:05+00:00,ja,2,0,0,0,CMS系列で放送中!!香川県密着型音楽番組「SANUKI MUSIC ARCHIVE」#001「きみとバンド　Talk&amp;Live」 https://t.co/PwGncRXZ7X 確か去年のGWの対バンの時のだけどこれ何回も見直してる,https://youtu.be/fW4xG--FYN0
lyricistbi,2022-04-27 15:26:34+00:00,en,6,0,0,3,131 should put visual archive along with music archive because look at their boss https://t.co/Btc6TG7vgM,
ramanisto,2022-04-27 15:05:57+00:00,en,10,0,1,0,Kurdistan music archive https://t.co/0MCrTRUbX8,
FromBrazier,2022-04-27 05:46:52+00:00,en,7,0,1,1,"This is the only X Japan song that I have covered in my blog. I had a personal reason for it. Read my story here: https://t.co/Ap0cXmQzsd
Thanks! https://t.co/aah7Ra6hjK",https://talesfromthebraziersgrotto.wordpress.com/2021/10/25/music-archive-part-vii-x-standing-sex-joker-sony-1991/
khbzhaul,2022-04-27 01:14:09+00:00,en,0,0,0,0,"april — visual archive
may — music archive

amirite @shxx131bi131 ????",
hanbinniepyeon,2022-04-27 00:50:28+00:00,en,17,0,0,0,visual archive in april to make way for music archive in may that’s right,
DistinctByN,2022-04-26 21:52:46+00:00,en,0,0,0,0,Last #call! Add the Lot of 75 #Recording #Sound Music #Audio #Tapes Soft Poly #Cassette #Storage Cases to your set &amp; preserve #precious #memories! Also great to #store small #tools. Here https://t.co/hP5sV5V6sG #recordstore #Music #archive #nuts #bots #pin #app #musicians #recite https://t.co/2Gf7Zfo3IC,https://www.ebay.com/itm/174271761572?mkcid=16&mkevt=1&mkrid=711-127632-2357-0&ssspo=4HyuyPu_QPu&sssrc=2047675&ssuid=&widget_ver=artemis&media=TW
Cerv0id,2022-04-26 19:11:56+00:00,en,0,0,1,0,Anyone want to comb through a music archive and tell me tracks that would fit my doc because I don't have the time or patience to be doing this rn ,
BreezyHanbin131,2022-04-26 17:47:12+00:00,en,149,1,0,72,"B.I will be releasing new music this year with his label 131 and plans to expand more broadly and uniquely, leading with the initiative MUSIC ARCHIVE WITH SENTIMENTS OF YOUTH

#HANBIN #비아이 #BI @shxx131bi131 https://t.co/BQ7LIjgCJM",
DroneNewsFeed,2022-04-26 15:49:14+00:00,en,0,0,0,0,Drone - Genre - Free Music Archive https://t.co/hKFZSVlxMD #drone #uav,http://bit.ly/3MuG0Bo
oandbinstitute,2022-04-26 15:45:02+00:00,en,0,0,0,0,"""I mean, I'm an archivist, I'm sitting in my archive of the things that have carried me through my life, some of those things."" -@richmedina | Cultures of Care 

#Music #Archive #DJ #Philly #Care 

Check out his profile: https://t.co/eh5XGU6GW7",https://bit.ly/3EfBvrr
fogelnet,2022-04-26 14:12:02+00:00,en,0,0,1,0,"Grateful Dead from Thu, Apr 26, 1984 at Providence Civic Center on Live Music Archive! #GratefulDead  https://t.co/YJe2xWqo9U",https://livemusicarchive.app/music/artists/GratefulDead/recordings/gd1984-04-26.sbd.miller.91432.sbeok.flac16
GreenhamWomen,2022-04-26 14:02:40+00:00,en,4,0,0,1,"We have been lucky enough to see - and hear - inside the archives of many #GreenhamWomen. 

Have a listen to 'The Base' here - 'that was wonderful place' https://t.co/9zB0Zg5YTI https://t.co/EGEjECW6XO",https://buff.ly/3oOE4aJ
AndiDurrant,2022-04-26 11:46:07+00:00,en,12,0,1,2,"This week's Dance Music Archive @KissFMUK show got one of the biggest and best responses we've had so far.. probably because 1992 is such an incredible year for dance music. In case you missed it and want to join in, stick it in your headphones this week https://t.co/oTWX5E1fO7 https://t.co/mX2IK6qbzN",https://www.dancemusicarchive.com/radioshow
laurent_fintoni,2022-04-26 08:40:20+00:00,en,0,0,1,0,"Palestinian Digital Museum, Chip Py's Go-Go photograph collection, Women's Liberation Music Archive, SF Disco Preservation Society, Egyptian Cassette Archive, the Timeline of African American Music, the Chicago Black Social Cultural Map 2/",
RadioSparx,2022-04-25 21:48:11+00:00,en,1,1,0,0,"Fans of ESPIONAGE and INTRIGUE, our new ""JAMES BOND TRIBUTE"" station will have you Shaken AND Stirred with fantastic tracks like ""SECRET AGENT 007"" by #composer extraordinaire @maxdicarlo81_di: https://t.co/Y0AnFynvNJ. #JamesBond https://t.co/HGDBs3QK9J",https://www.radiosparx.com/music/archive/Soundalikes/James-Bond-Soundalikes/Secret-Agent-007/369202
matthewpiatt,2022-04-25 19:53:53+00:00,en,1,0,0,0,listening to some early 2000s works in my music archive from the likes of @NickChicane @HybridBandUK @SteveHelstrip and @BT and feeling very inspired and nostalgic,
QRLinked,2022-04-25 15:31:18+00:00,en,0,0,0,0,Manchester Digital Music Archive Trust (#Charity #M15).   eMail: info@mdmarchive.co.uk Visit: https://t.co/wyh7Qb756i,http://www.mdmarchive.co.uk
aoifekel,2022-04-25 15:08:54+00:00,en,1,0,0,0,"I wrote a tribute to fiddle player Brendan McGlinchey for the Irish Traditional Music archive, you can read it here.
https://t.co/Xq6D0hnnPT",https://www.itma.ie/blog/brendan-mcglinchey-aoife-kelly
DouzanF,2022-04-25 11:35:19+00:00,en,1,0,0,0,"The project's outputs will be shared on @Notah_net  Program: Syrian Music Archive Platform, https://t.co/VfeVt2beib

#douzan #culture #art #notah #Syrian_Music_Archive #field_songs",https://notah.net
fro1dal,2022-04-25 02:40:54+00:00,en,0,0,0,0,great hardcore music archive (happydog47 twtr) https://t.co/FyFTaTS3S1,https://www.youtube.com/channel/UCnrlyvPxrhaXW_11rlCLZAA/about
sherieamore1,2022-04-24 18:01:06+00:00,en,4,0,1,1,"If the world ran out of oxygen, I could probably just use the Dance Music Archive to give me life instead. Unmissable. https://t.co/NWPBqxqp8n",
NIScreen,2022-04-24 15:45:02+00:00,en,4,0,0,1,Tonight's episode of Ar Scáth an Cheoil features fiddle music from Cathal Hayden &amp; @meabh_smyth. @frances_black &amp; her daughter @aoifescott talk about the Black family musical legacy. The Irish Language Broadcast Fund series will be on @BBCTwoNI at 10pm. https://t.co/gSthl0FF6c https://t.co/1y2sX0az0g,https://bit.ly/3Jl3nv5
1alyxs,2022-04-24 14:19:33+00:00,en,5,0,0,0,"If we stop talking give me my music, archive fashion, dunkey quotes, ANY french I taught u and all my shows back",
tessthered,2022-04-24 13:24:41+00:00,en,1,0,1,0,TIMELY. Fucking TIMELY. 'Why The New Girls Can't Sing' from Black Music Archive https://t.co/YhpC5vJERU,https://youtu.be/psIowaNEZuQ
SurlyGabe,2022-04-23 21:15:11+00:00,en,1,0,0,0,"@PulpLibrarian Hey, I remember the Internet Underground Music Archive",
AndiDurrant,2022-04-23 18:12:26+00:00,en,25,2,4,1,"I think 1992 is my favourite year to do on the Dance Music Archive. Such amazing energy and history.

This is what we’ve got planned for tomorrow night  https://t.co/iSRsPvPE35",
TimHulett9,2022-04-23 17:11:53+00:00,en,0,0,0,0,Check out Music Archive's video! #TikTok https://t.co/u8MLIREeUb,https://vm.tiktok.com/TTPd4McMrh/
TimHulett9,2022-04-23 17:10:53+00:00,en,0,0,1,0,Check out Music Archive's video! #TikTok https://t.co/FwiZ75T6G9,https://vm.tiktok.com/ZTd4MTQ6L/
thednaofdance,2022-04-23 17:01:56+00:00,en,7,1,0,1,"Who's ready for this weekend's episode of Dance Music Archive?

Tune in tomorrow at 7pm on Kisstory as we go through the best anthems from 1992 and 2007

#edm #electronicmusic #throwbackedm https://t.co/Y1Y8muaGlm",
lgbtqnation,2022-04-23 15:09:00+00:00,en,6,1,0,1,"It's been a looooooong winter. Melt the ice and blossom into the summer fun with this hot music archive, taken from New York's hottest gay dance scenes. #LGBTQ https://t.co/SyQmaOIbf0",https://lgbtq.to/3LcJIiC
ReyAsancu,2022-04-23 12:27:03+00:00,es,9,0,2,1,"Oficialmente formo parte del equipo de Smash Custom Music Archive, espero poder ser de ayuda. 
Esta es una gran página de utilidad para preservar esa música de videojuegos que tanto molaría escuchar mientras jugamos a otros juegos (Ultimate, por ejemplo).  https://t.co/MOwKBSY7dY",
taste3L,2022-04-23 10:51:29+00:00,en,2,0,0,0,From my music Archive!!! Explicit content.. https://t.co/JFGKV9PL9u,
kenyonfarrow,2022-04-22 21:15:24+00:00,en,2,1,0,1,Well let me help—I’m obsessed with Black Music Archive’s YouTube channel! https://t.co/HxGBBW9PFR https://t.co/MrxFf0AJ44,https://youtu.be/psIowaNEZuQ
Otmar_Ballmann,2022-04-22 20:31:45+00:00,en,1,0,0,0,The X Music Archive - [1983] ITS – It's Love [Full Album] - https://t.co/rihQrsSn1P,https://youtu.be/B3ItzckJisw
