user,created_at,lang,like_count,quote_count,reply_count,retweet_count,tweet,URL
everyTitleCincy,2022-01-31 23:35:03+00:00,en,0,0,1,0,"Little Bee [Sound Recording]—Cleave, Chris.
2009
Book on CD | cd-spoken fiction cleave
items: 8 | circs: 552 | last circ: 10/2021
young women fiction,england nigerians fiction,nigerians england fiction,identity psychology fiction,emigration and immigrat... https://t.co/JqAQMh9EiN",https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2495243
himekoyade,2022-01-31 22:38:14+00:00,ja,0,0,0,0,電気グルーヴのSound &amp; Recording 〜PRODUCTION INTERVIEWS 1992-2019 (日本語) ムック ･･･下唇を噛んで発音するんやで「ヴ！！！」 https://t.co/qld4AsTwgk,https://amzn.to/2FsY7XP
electricalWSOP,2022-01-31 22:09:26+00:00,en,5,0,0,0,"@jjkamensky Depending on their specific leverage (if they've signed away master, performance, song, sound recording) a band may have no say in what is done with their music or may be able to deny license along one or more vectors. Small bands on big labels generally no say, marquee acts yes.",
akakkad31,2022-01-31 21:26:06+00:00,en,0,0,0,0,"@JPriceOfMusic hi Jeff, I’ve been watching your YouTube videos explaining copyrights and just stumbled upon this post on IG. What is the reason for the large difference between what publishing rights owners are paid vs. sound recording rights holders are paid? https://t.co/L1qW9Fbpad",
Andr83025050,2022-01-31 21:18:51+00:00,en,0,0,0,0,If I had to sell farts I'd attach a sound recording of me harvesting the fart.,
davidmichaels,2022-01-31 21:00:07+00:00,en,0,0,0,0,"@KSVesq I use the Aeropex Aftershokz.

For great base sound, it helps to put in the ear plugs or a head band,

But they're great for phone and zoom calls without the earplugs. 

I plan to upgrade to the new version with the boom mic for better sound recording quality.",
WilliamMackay4,2022-01-31 20:45:38+00:00,en,0,0,0,0,#hashtag2 Studio Microphone Professional Sound Recording https://t.co/IYviDFgl18 https://t.co/AsNcm6nEZq,https://buslyon.com/product/microfone-bm-800-studio-microphone-professional-microfone-bm800-condenser-sound-recording-microphone-for-computer/
everyTitleCincy,2022-01-31 20:25:08+00:00,en,0,0,1,0,"Texas Sunrise [Sound Recording]—Michaels, Fern.
2005
Book on CD | cdw 03142
items: 3 | circs: 226 | last circ: 1/2022
coleman family fictitious characters fiction,texas fiction
https://t.co/FdwZTJTgD2",https://cincinnatilibrary.bibliocommons.com/v2/record/S170C2723489
FKittlerbot,2022-01-31 20:14:00+00:00,en,0,0,0,0,Mechanical sound recording had been invented.,
wheatus,2022-01-31 20:12:11+00:00,en,10,1,4,2,"music/sound recording engineer friends, what is your favorite vocal sound unit? looking for opinion/experiences with various compressors, de-essers, vari-mu, multi-bands, etc...plugin or analog included. ",
marktavern,2022-01-31 20:07:49+00:00,en,7,0,4,1,"This is a great question that needs to be pulled apart. In general, my understanding is that each mix is considered to be a different sound recording copyright, https://t.co/iz30pkOYh2",
masdemoss,2022-01-31 19:37:42+00:00,en,0,1,0,0,@bettys_g0rden Please make sure to get a sound recording of this punishment to be used as a reminder to all that you can either have a dick or be a dick but you shouldn’t do both,
AndreasMoltke,2022-01-31 19:12:15+00:00,en,0,0,0,0,@reckless @alvyray Which is to say that sound recording is as much an art as a science.,
tapesbot,2022-01-31 19:11:54+00:00,en,0,0,0,0,"It is in the path of that very real speeding bullet that this sound recording will conclude
Leaving you, the listener, in mortal danger",
