user,tweet id,created_at,lang,like_count,quote_count,reply_count,retweet_count,tweet,URL
6933214,1532773268314198017,2022-06-03 17:16:39+00:00,ja,0,0,0,0,[Blue Archive]  2022 Sound Archive Concert  https://t.co/Dsz1pioJwI @YouTubeより サウンドアーカイブ、初手2曲のアレンジがめったくそに好き,https://youtu.be/W5njQTpJMRs
kgrsb,1532758959811350529,2022-06-03 16:19:47+00:00,en,0,0,1,0,[Blue Archive]  2022 Sound Archive Concert  https://t.co/GxqNmUqVCo @YouTubeより,https://youtu.be/W5njQTpJMRs?t=1585
nilgirikochia,1532639349158060033,2022-06-03 08:24:30+00:00,ja,0,0,0,0,"今年も来ｨ^〜、ブルアカのオタク全員聞け聞け聞け聞け聞け聞け聞け聞け
[Blue Archive]  2022 Sound Archive Concert  https://t.co/MZCJsSmUNY @YouTubeより",https://youtu.be/W5njQTpJMRs
GN_011,1532609800659673091,2022-06-03 06:27:05+00:00,en,0,0,0,0,[Blue Archive]  2022 Sound Archive Concert  https://t.co/RwTE6mObEk @YouTubeより,https://youtu.be/W5njQTpJMRs
sabukuso_rop,1532583119374925826,2022-06-03 04:41:04+00:00,en,0,0,0,0,[Blue Archive]  2022 Sound Archive Concert  https://t.co/HwJOrl0uZc @YouTubeより,https://youtu.be/W5njQTpJMRs
vuzhmusic,1532546189136117775,2022-06-03 02:14:19+00:00,en,2,0,0,0,"@Marcissist this might not be the kind of thing you cover in your bandcamp writings, but my pal Mike Bowman has put the entire archive of his work up, he was active in the cassette underground when i was,  this kind of bedroom pop isn't done much anymore:
https://t.co/Cx3yqEC6ym",https://velveetaheartbreak.bandcamp.com/album/the-velveeta-heartbreak-sound-archive-1984-2009
user,tweet id,created_at,lang,like_count,quote_count,reply_count,retweet_count,tweet,URL
6933214,1532773268314198017,2022-06-03 17:16:39+00:00,ja,0,0,0,0,[Blue Archive]  2022 Sound Archive Concert  https://t.co/Dsz1pioJwI @YouTubeより サウンドアーカイブ、初手2曲のアレンジがめったくそに好き,https://youtu.be/W5njQTpJMRs
kgrsb,1532758959811350529,2022-06-03 16:19:47+00:00,en,0,0,1,0,[Blue Archive]  2022 Sound Archive Concert  https://t.co/GxqNmUqVCo @YouTubeより,https://youtu.be/W5njQTpJMRs?t=1585
nilgirikochia,1532639349158060033,2022-06-03 08:24:30+00:00,ja,0,0,0,0,"今年も来ｨ^〜、ブルアカのオタク全員聞け聞け聞け聞け聞け聞け聞け聞け
[Blue Archive]  2022 Sound Archive Concert  https://t.co/MZCJsSmUNY @YouTubeより",https://youtu.be/W5njQTpJMRs
GN_011,1532609800659673091,2022-06-03 06:27:05+00:00,en,0,0,0,0,[Blue Archive]  2022 Sound Archive Concert  https://t.co/RwTE6mObEk @YouTubeより,https://youtu.be/W5njQTpJMRs
sabukuso_rop,1532583119374925826,2022-06-03 04:41:04+00:00,en,0,0,0,0,[Blue Archive]  2022 Sound Archive Concert  https://t.co/HwJOrl0uZc @YouTubeより,https://youtu.be/W5njQTpJMRs
vuzhmusic,1532546189136117775,2022-06-03 02:14:19+00:00,en,2,0,0,0,"@Marcissist this might not be the kind of thing you cover in your bandcamp writings, but my pal Mike Bowman has put the entire archive of his work up, he was active in the cassette underground when i was,  this kind of bedroom pop isn't done much anymore:
https://t.co/Cx3yqEC6ym",https://velveetaheartbreak.bandcamp.com/album/the-velveeta-heartbreak-sound-archive-1984-2009
