user,created_at,lang,like_count,quote_count,reply_count,retweet_count,tweet,URL
Based_Twitch,2022-05-22 23:44:31+00:00,en,17,0,0,4,"Based After Dark #3 with @Terribleclicks is now live!

https://t.co/IAgf37exgM

We apologize for a bit of technical difficulty with Mofoe's audio file being corrupted.

We are sure you will still enjoy this episode  https://t.co/cN7MU2RBYF",https://www.youtube.com/watch?v=J8OtvVT5mgY
agilaogem,2022-05-22 23:17:40+00:00,en,2,0,0,0,it was too eerie with no music so i just added the most recent audio file i had saved,
LunarLemonade,2022-05-22 23:14:05+00:00,en,0,0,0,0,"@ThatBrianFella hey Brian, would you happen to know the date that this JD/AH audio file was recorded on? I can’t find anything about it online and it could be potentially relevant: https://t.co/GKsI8hEdpj","https://ffxtrail.blob.core.windows.net/trail/Plaintiff%20John%20C.%20Depp,%20II/5-17-2022/Plt394-CL20192911-051722.M4A"
Purple1Nana,2022-05-22 23:03:50+00:00,en,1,0,0,0,"Does anyone have the Dec. 26, 1984 #Prince concert (St.Paul, MN) as an audio file? Thanx! ",
maczadus,2022-05-22 22:38:42+00:00,en,1,0,1,0,"@korkio @IT_Guy0 @LadiesoftheHunt @YouTube You can drag and drop the audio file into https://t.co/fUdqYL298s and it does it for you in a minute or two. Apparently, the ads on my podcast don’t work. Also, if no one told you, Skype has no time limit.",http://anchor.fm
uncensoredcawk,2022-05-22 22:18:37+00:00,en,5,0,1,1,"This is my favorite audio file from the game,, the way he says “This is justice! He LEFT me!” like FUCK Jason’s voice actor was going OFF https://t.co/oDtKj2gx7D",
fiveforeight,2022-05-22 22:15:50+00:00,en,10,0,1,0,just tried to upload an episode without the audio file so ive been sat for 10 mins getting mad that it won't publish. i wonder why ell.,
chrisbbreuer,2022-05-22 21:05:48+00:00,en,0,0,1,0,"So many exciting projects we are working on that, to some degree, will improve DX:

- file storage &amp; display components (image, video, audio, file management)
- reusable data table components

The best of which: all of the drivers are exchangeable, not locking you into any env.",
cyborgtentacles,2022-05-22 21:02:45+00:00,en,0,0,1,0,"So I've managed to make the 1st Chapter of ""Oh, Isolation!"" into an audio file, narrated by me!

It's currently on the 1st Chapter's page, right above everything else! You can even download it to listen offline!

(It is a bit messed up tho, unfortunately  )",
CFforAASS,2022-05-22 21:02:20+00:00,en,1,1,0,0,"An audio version of the draft National Standard of Canada is available upon request. To request this version, please email community@cf4aass.org.
A password and a page link to download the draft audio file will be provided. To submit comments, please respond to this same email. https://t.co/mVqaToOBgf",
damsolad,2022-05-22 20:27:39+00:00,en,1,0,0,0,@Olufemiloye @dotunolutoke @Jamaticulus @officialgbegbin Is there ways I can download this audio file?,
JohnDoe96495536,2022-05-22 19:31:17+00:00,en,0,0,2,0,@LisaBirt14 @Kr63909706 @t4shatiger29 @Maya32719358 @marco_polol @janineg42 @tasteofsanity Show me 1. Audio file of JD admitting to abusing AH. And a video of him either abusing her or admitting to it. I’ll wait.,
AlleManfredi,2022-05-22 19:16:06+00:00,en,0,0,0,0,"Hey @goblintownwtf ! You should also store on IPFS a small unique audio file for each goblin in order to ""give voice"" to each of them ",
StarrySpots,2022-05-22 19:05:24+00:00,en,1,0,0,0,i hate when i click on a mysterious audio file and remember that its an extremely loud joke file like .5seconds after i click play,
JoshGorst3,2022-05-22 18:51:19+00:00,en,0,0,0,0,@tfNUFC @tfalex1892 the instant reaction pod on Patreon has been uploaded without an audio file. ,
ArthurDrakoni,2022-05-22 18:34:47+00:00,en,4,0,0,2,"For this Audio Drama Sunday I’m sharing my review of @theluchadorpod.  Lucha libre, Aztec vampire women, urban fantasy adventure in Mexico City.  Can’t go wrong with this one. https://t.co/Qow8PEiF7J

#AudioDramaSunday #TheLuchador #AudioDrama #LuchaLibre #UrbanFantasy #Mexico",https://drakoniandgriffalco.blogspot.com/2022/05/the-audio-file-luchador-1000-fights-of.html?m=1
emrkarata,2022-05-22 18:31:15+00:00,en,3,0,0,0,@FayeStarcraft @KanyePodcast can you maybe upload the audio file? would love to hear it in CDQ :),
PaolaPepeEU,2022-05-22 16:14:13+00:00,en,2,0,1,0,@GlenKCampbell @HardemanHildeML @agnieszkazajac9 It’s such a great initiative and useful booklet! I shared it with teachers and parents in Mamer public school and they loved it. But also wished there were a phonetic transcription on paper and/or an audio file on the online version.That’s the full story Keep up the good work!,
jijo_f,2022-05-22 15:59:37+00:00,en,0,0,0,0,"@_Kalyan_K @flipkartsupport @Flipkart 

Your customer agent, Rupali Kept me on hold for freaking 8 minutes. Is this the kind of service you provide? 

If you want the audio file,  I will share that as well. https://t.co/KDLRy32Duq",
Kasin_13,2022-05-22 15:46:04+00:00,en,1,0,0,0,Imagine being a #IStandWithAmberHeard supporter just to condemn the man and ignore the audio file of her admitting it.,
nunemumorof,2022-05-22 15:36:43+00:00,en,0,0,0,0,Audio file request https://t.co/9oGAgXG23I,https://ift.tt/lbsrfpS
LeverClive,2022-05-22 15:34:31+00:00,en,1,0,0,0,2. Clearly there's some audio evidence couldn't be weakened by editing the audio file. https://t.co/JNf0ZtVvpt,
tom2tec,2022-05-22 15:19:58+00:00,en,0,0,0,0,Cleanfeed ~ Online Recording Studio https://t.co/o7CkfDWFjk,http://audio-file.org/2022/05/22/cleanfeed-online-recording-studio/
unmotivatedeggs,2022-05-22 15:02:39+00:00,ja,0,0,0,0,"今更ながらDDRの譜面生成を機械学習で行ってくれるサイトを発見して、これは！と思ったのですが試してみてもInternal Errorと言われ、出来ない状態泣

これ解決策ありますかね？Application Errorと言われるとこちらが渡すAudio Fileの問題ではないのかな。。？

https://t.co/JGDZfFnDJ1",http://deepx.ucsd.edu/ddc
