user,tweet id,created_at,lang,like_count,quote_count,reply_count,retweet_count,tweet,URL
aim7art,1530696003040514048,2022-05-28 23:42:20+00:00,en,0,0,2,0,Literally now NONE of my boyChild music is in my music collection now &amp; i cant redownload it. WHY ARE YOU LIKE THIS https://t.co/3PnLWiJ3Uk,
hina_momo_og,1530695556951162880,2022-05-28 23:40:34+00:00,ja,0,0,0,0,"【予約】「MANKAI STAGE『A3！』ACT2！ ～SPRING 2022～」MUSIC Collection/春組（MANKAI STAGE）
エーステ　エースリー　62

発売日： 2022/7/6

https://t.co/52Sz2BUc7l",https://al.dmm.com/?lurl=https%3A%2F%2Fwww.dmm.com%2Fmono%2Fcd%2F-%2Fdetail%2F%3D%2Fcid%3Dcd_244pccg2150s%2F&af_id=shoutneko-013&ch=toolbar&ch_id=link
abatagestudios,1530692918536724483,2022-05-28 23:30:05+00:00,en,0,0,0,0,"Ta-Dah (2006 / 0:55) by Scissor Sisters

I'm putting my music collection on shuffle and drawing whatever album plays next. The only rule is to finish the drawing before the album ends! These are my BADLY DRAWN ALBUM COVERS!

#badlydrawnalbumcovers #music #art #scissorsisters https://t.co/8CEWUzkTTB",
CPorterMusic,1530687036104986630,2022-05-28 23:06:42+00:00,en,9,0,0,0,"I picked up the 5-disc ""Taikou Risshiden"" Series Music Collection (「太閤立志伝」歴代楽曲集), containing OSTs to all 5 games in the series. Music by @OshimaMichiru, Taku Iwasaki (@taque68), Shin-ichiro Nakamura, Michihiko Shichi, Mari Yoshida, @Koike_Masato, and @YasuhiroMisawa https://t.co/4R1eximLhL",
LorDempsey,1530686982074122242,2022-05-28 23:06:29+00:00,en,77,0,1,0,"The last time I went to see the
@TheFrames was several years ago with @carl_dempsey . He loved going to gigs and adding to his eclectic music collection. Feels strange being there without him, especially when they started singing about a widow. Wasn't expecting that  #theframes https://t.co/tVC75B0wdg",
nagbergs,1530685129093394433,2022-05-28 22:59:08+00:00,en,8,0,0,8,"I made my own music player that streams from a server that hosts my entire music collection of ~36k tracks

#programming #coding #javascript #electronjs #js #python #frontend #backend https://t.co/FwmDQA4t3m",
darkviolin,1530684103091265536,2022-05-28 22:55:03+00:00,en,0,0,0,0,#WilliamBlake inspired this #music collection curated by @newsounds WNYC @caryn_aychhttp://bit.ly/1eoeB3A #poetry https://t.co/gcmDoNL8UT,
ARealHumanName1,1530681138104176641,2022-05-28 22:43:16+00:00,en,3,0,0,0,"Good Evening Earth Creatures,
Check out this mean asset by Muz Station Productions
https://t.co/34DBibGF3E 

#gamedev #assetStoreunity3d",https://assetstore.unity.com/packages/audio/music/orchestral/total-music-collection-89126?aid=1011l7qkc
5555Hotaru,1530677324005314560,2022-05-28 22:28:07+00:00,en,0,0,0,0,Ryuichi Sakamoto &amp; Joe Hisaishi Best Piano Music Collection - Relaxing I... https://t.co/rTU8NQNHOC @YouTubeより,https://youtu.be/k9vJKFfTu4A
BallsackFeed,1530675938135928832,2022-05-28 22:22:36+00:00,ja,0,0,0,0,"Akutagawa Ryuunosuke's Kappa ~ Candid Friend - ゆうゆ
A Deeply Mystic Music Collection ~ Sumireko Usami and the Clubroom of Secrets -  - 4:39
Now playing on https://t.co/oXiWlJc7Gh
#ballsackradio",http://ballsackradio.com
