user,tweet id,created_at,lang,like_count,quote_count,reply_count,retweet_count,tweet,URL
LibrarySheet,1528097937531838465,2022-05-21 19:38:33+00:00,en,2,0,0,1,"Rachmaninoff Suite in D minor, #piano arrangement (sheet music) . 
The Sheet Music Library (PDF) is a not-for-profit project dedicated to the divulgation and education of music. https://t.co/83f7zJrr0i #sheetmusic #guitar #voice",https://sheetmusiclibrary.website/2022/03/25/rachmaninoff-sheet-music-11/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost
dustin_driver,1528097701270654976,2022-05-21 19:37:37+00:00,en,2,0,1,0,I left Spotify because it's dumb and recently fired up my old Apple Music library. AAC file quality (converted from CD) is AMAZING.,
SymplyTaiwo,1528097284415795201,2022-05-21 19:35:57+00:00,en,1,0,0,1,@charlieputh is a musically inclined artiste. He's literally a human music library. Such a dream personality. #music #CharliePuth,
cIitgps,1528097096875642880,2022-05-21 19:35:13+00:00,en,0,0,0,0,BEAUTIFUL. i have multiple saved in my music library.  https://t.co/Ktt6cfo6ty,
SeedyThreepio,1528089151572258820,2022-05-21 19:03:38+00:00,en,1,1,0,1,"Liam Erven starts doing videos with vlog/2010s advert style ukulele music in the background, only the music is composed by Liam himself because he's talented and doesn't need an expensive music library. I can see the scene! https://t.co/71uzofxM6V",
Memebasedgod69,1528085690260520960,2022-05-21 18:49:53+00:00,en,9,0,1,0,my Spotify app logged me out and now I have to redownload everything in my music library? really cool feature,
iamslickrick_,1528081563195416576,2022-05-21 18:33:29+00:00,en,2,0,0,0,@alecreyna98 @dbpmccarthy It’s depressing to think about. All my digital boots are on my Apple Music library but I had to do it myself,
iiieiii1,1528081063268220928,2022-05-21 18:31:30+00:00,ja,0,0,0,0,"世界的に有名なのに日本では意外と知られていない横倉裕（YUTAKA）。アレンジャーとしても有名。曲の良さをもっと知られて欲しい。
https://t.co/7590hisq9R
https://t.co/EpgV5LmAmu
https://t.co/8ldJzsg8lK","https://www.youtube.com/watch?v=oa_y_ehTpo0, https://www.youtube.com/watch?v=AgjBTAjcmjw, https://music-library.hatenablog.com/entry/2016/02/02/195000"
montellforde,1528078662582644737,2022-05-21 18:21:58+00:00,en,1,0,2,0,why is your love is my drug not in my music library already,
iss_andre,1528077446536474624,2022-05-21 18:17:08+00:00,en,4,0,0,0,"@WillsFantasyy When you download them, you gotta drag it to your desktop then drag it into apple music, from there everything's already all done and all the info is there so you just click upload to iCloud music library and it shows on the app",
nananeri,1528076765830299648,2022-05-21 18:14:25+00:00,en,2,0,0,0,"What Will Happen to My Music Library When Spotify Dies?

https://t.co/EiHlCxYuGM",https://12ft.io/proxy?q=https%3A%2F%2Fwww.theatlantic.com%2Fculture%2Farchive%2F2021%2F07%2Fspotify-streaming-music-library%2F619453%2F%3Futm_campaign%3Dthe-atlantic%26utm_content%3Dtrue-anthem%26utm_medium%3Dsocial%26utm_source%3Dfacebook
TheWindowsClub,1528072767005831168,2022-05-21 17:58:32+00:00,en,0,0,0,0,How to add Music Library to Steam Music Player https://t.co/eKmK1LjKQT https://t.co/BBeC1QugiA,http://dlvr.it/SQpXP8
danc3intheivy,1528072311844110336,2022-05-21 17:56:44+00:00,en,4,0,0,0,i woke up thinking #HarrysHouse was all a dream for some reason and then i checked my music library and cried tears of utter joy,
trueto_7,1528069169291354113,2022-05-21 17:44:14+00:00,en,1,0,1,0,@E91634867 Find album covers in your music library that are red a a quote my tweet sjsjd,
MajorMusa_,1528066207068340225,2022-05-21 17:32:28+00:00,en,0,0,0,0,I am a Music Library,
Naveed_Ahmad198,1528064271929774081,2022-05-21 17:24:47+00:00,ur,1,0,0,0,"سیاست کو چھوڑ کر موسیقی کی طرف تھوڑا سا رخ کرتے ہیں 

https://t.co/ETGGqRB52n",https://www.facebook.com/watch/?v=3037940593150117
BlackettPromo,1528062717374103553,2022-05-21 17:18:36+00:00,en,1,0,0,2,"SOUTHERN RAIDERS BAND
by Johnny (SRB ~ LEAD GUITARIST) @johnny64775858

 Rock, SouthernRoK, Country ,Gospel

READY FOR SOME NEW JAMMIN' TO ADD TO YOUR MUSIC LIBRARY?  

WITHOUT FURTHER DELAY- CLICK TO...

https://t.co/wjpWxj3iry
https://t.co/uRtBj0vrdN","http://blackettmusic.com/tagme, https://blackettmusic.com/song/8ebc9f4a-abbb-4411-be70-49c1a50c8a3f"
phil_tinline,1528060007262130177,2022-05-21 17:07:50+00:00,en,1,0,1,0,@RankinNick Well some people do still call the music library at work ‘Grams’ so yes.,
gogatsuyokka,1528057109589655552,2022-05-21 16:56:19+00:00,en,1,0,0,0,"I miss the time when I would listen to anything and everything so I got to broaden my music library. I find that I'm too picky in what I listen to these days and it annoys me 
https://t.co/QEnIAo6B8m",https://open.spotify.com/album/2mRBvhDWqm8Fj2U0F6mMY4?si=B8Kxl4mDQEi8H-RxiNxmQA&utm_source=copy-link
LibrarySheet,1528048012366336000,2022-05-21 16:20:10+00:00,en,1,0,0,0,"NINA SIMONE - LIVE (1965-1968) , Sheet Music Library (PDF) https://t.co/8LwREY8u0E",https://sheetmusiclibrary.website/2022/05/21/nina-simone-live-1965-1968/
LibrarySheet,1528046595421442049,2022-05-21 16:14:32+00:00,en,3,0,0,0,"Art Tatum - The Art Of Jazz Piano (documentary) , Sheet Music Library (PDF) https://t.co/FQh0TaoYED",https://sheetmusiclibrary.website/2022/05/21/art-tatum-sheet-music-4/
NiibashiJuya,1528041890549047296,2022-05-21 15:55:51+00:00,en,31,0,0,0,@lanasIeftfoot @lougustxcx Go to my apple music library wbk,
moelogo,1528039847902035968,2022-05-21 15:47:44+00:00,en,51,1,4,15,"I've been working nonstop to build and improve my music library. I'm excited for my fans all across the world to hear and enjoy what I've been working on. I know i ghost at times, but that's no longer the case. 

Thank you all for your patience. We are outside. #SoftLife",
jg_chem,1528038648687603712,2022-05-21 15:42:58+00:00,en,0,0,0,0,"Updating my CV with my entire music library on shuffle: excuse you, phone? Lol.
(https://t.co/meje1f9jPK)",https://www.youtube.com/watch?v=EzCKrwOme2U
BlazeHedgehog,1528036130574041095,2022-05-21 15:32:57+00:00,en,3,0,1,1,Having a good time going through my soundcloud likes and redownloading things to rebuild my local music library. Sometimes you rediscover fun stuff https://t.co/GoEcx3XKr8,https://soundcloud.com/nikkiplus/shooting-stardust-remake
AugusBanned,1528035893210411009,2022-05-21 15:32:01+00:00,en,0,0,0,0,@Aurum718 They have a whole music library in the palm of their hands and don’t use it when it comes to the genre it’s baffling,
JessJurkovic,1528032644264611842,2022-05-21 15:19:06+00:00,en,0,0,1,0,"@NothingLane So Richard, is there a music library?",
AdamSzarvas3,1528031101893099531,2022-05-21 15:12:58+00:00,en,0,0,0,0,@Quik_App I need some help. Since i use Iphone i cant download music from epidemic sounds to my music library. It goes to my files and i can’t figure out how can i add from there to my music or the the Quik app. Any idea?,
VoteForMSS_,1528030368250531842,2022-05-21 15:10:03+00:00,th,73,4,1,161,"ไม่เข้ม ข้น เราไม่นอน เราโหวตชนะ มา 2 สัปดาห์แล้วน้าาา แอ๊ดรักความใจสู้ของทุกคนจริงๆ ค่า โหวตสัปดาห์ใหม่ ใครยังไม่โหวต ไปค่ะก่อนเที่ยงคืน จัด! ป้าย!

 Music Library Week 21
Our Time 
https://t.co/IbqBOu1Vft
#MewSuppasit 
#มิวศุภศิษฏ์ 
#OurTime 
@MSuppasit https://t.co/fzeIOI1mp2",https://linkto.run/p/65JDWODQ
LibrarySheet,1528022346174541829,2022-05-21 14:38:11+00:00,en,2,0,0,0,"Lang Lang –  Mozart Sonata in C, K  545, First Mov. Allegro . 
The Sheet Music Library (PDF) is a not-for-profit project dedicated to the divulgation and education of music. https://t.co/bxdNaaqYjD #sheetmusic #piano #guitar #voice",https://sheetmusiclibrary.website/2022/04/19/lang-lang-mozart-sonata-in-c-k-545-first-mov-allegro/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost
betabluedigital,1528021927578705921,2022-05-21 14:36:31+00:00,en,0,1,0,1,"THE OFFICIAL HIP-HOP MUSIC LIBRARY 
CONTACT 314-643-7372
FULL TRACK AVAILABLE FOR LICENSING&gt;&gt;&gt;&gt;

#film #video #gaming #music #newmusic #hiphopmusic #producer #composer #musiclibrary #sync #viral #NowPlaying https://t.co/REeeAsRYKE",
voteforbbillkin,1528019475525603328,2022-05-21 14:26:46+00:00,und,7,2,0,20," Vote for Billkin 
มาโหวตให้บิวกิ้นกันคับ  โหวตได้ทุกวัน ใช้เวลาไม่นาน 

 Music Library: เพลง #แลกเลยปะ 
https://t.co/cdmZGwdxWh
1 Vote / day/ device 

Mellow Top Idol 
https://t.co/ySvpdsYacG
1 Login=1 Vote/Day 
 
#VoteForBillkin
#bbillkin https://t.co/x7UUBxmdo4","https://linkto.run/p/65JDWODQ, https://mellow975.mcot.net/community/vote/106/mellow-top-idol-of-the-month-05-2021"
mondinspace,1528018907088310278,2022-05-21 14:24:31+00:00,en,1,0,0,0,@davidcoverdale Classic rock is a staple in my music library. We’re never letting it die!!! ,
JustBeingAbbie,1528018310176071685,2022-05-21 14:22:09+00:00,en,4,0,1,0,"any time someone over the age of 40 comments something like “who is that”  “no one cares” etc when shows of artists they aren’t familiar with get announced, i know how miserable their music library is and that they haven’t listened to a song from this century",
markdoughty88,1528016523801018375,2022-05-21 14:15:03+00:00,en,0,0,0,0,@Heardle_app you guys really need to improve your music library - far too much garbage modern shite. How on earth are the likes of Queen and Fleetwood Mac not even guessable?,
kitsiaudio,1528012968818003969,2022-05-21 14:00:55+00:00,en,0,0,0,0,"This is 

Dat Honey - ""Quartz"" - 002  
by Dat Honey Music Library only $30.00. 
Shop now  https://t.co/43f2SVB2dv https://t.co/DV6kAZPjP2",https://shortlink.store/cRovwlMPuH
appin88,1528005193299726337,2022-05-21 13:30:01+00:00,en,15,0,2,10,"@felipsuperior Done. Pre-saved it on my apple music library. I'm excited.

#FELIP2ndsingle
#FELIPpreOrderNOW https://t.co/mAdQ7yyzQH",
_bangtanrabbit_,1527997347308912640,2022-05-21 12:58:51+00:00,en,1,0,0,0,I want to live inside Joon’s music library…,
pmcg,1527987681841631232,2022-05-21 12:20:26+00:00,en,0,0,1,0,"Aha, as I come back it I realize I had it set to only search my own music library, instead of tout le monde … uh, the entire world.

My french teachers would marvel how how I barely comprehend this. Lots of idiomatic french is reflexive: oh myself, I blank the world … etc. https://t.co/admcgwglae",
svt_applemusic,1527982081309278209,2022-05-21 11:58:11+00:00,en,231,0,0,254,"Carats, who are Apple Music users or are willing to use AppMu for the comeback, please go through the guide. The guide includes FAQs, reminders, tips, and step-by-step guide on how to buy on iTunnes and delete from Apple Music Library. Do help RT https://t.co/HwShAlZR7x",
thatgirlteja,1527974339496316928,2022-05-21 11:27:25+00:00,en,0,0,0,0,"done plugged up my damn ipod, &amp; riskay smell yo dck still in my music library  I was 10 years old singing that song ",
mackswans_,1527973252294922246,2022-05-21 11:23:06+00:00,en,0,0,0,0,"@jasonwiththegun @DebatingHipHop_ and u should stop assuming shit cause u aren’t good at it. ion know where tf u was going w/ the youngboy nonsense  coulda kept that to yourself. u should also expand your music library, u prolly wouldn’t be so shocked bout cole not being top 10 if u knew more music.",
i_am__supremo,1527970246681837569,2022-05-21 11:11:09+00:00,en,22,0,4,7,"80% of my music library are rap songs 

It gives me so much joy ngl",
VoteForMSS_,1527969612410654720,2022-05-21 11:08:38+00:00,th,5,0,0,21,"สัปดาห์นี้ ทุกคนสู้มาก ขอบคุณนะคะ เราเคยโหวตถึงหลักหมื่นไหม แอ๊ดจำไม่ได้เลยค่า 

มาค่ะ สัปดาห์ใหม่แล้ว ไปต่อกันเลย!!!

MUSIC LIBRARY week 21
Our Time
 https://t.co/L0oOYhGxCd

#OurTime  @MSuppasit #MewSuppasit #มิวศุภศิษฏ์ https://t.co/IdpOwoMg2J",https://poll-maker.com/poll4352107x964246e8-137
indieweek,1527967546187694087,2022-05-21 11:00:25+00:00,en,2,0,0,0,"Read about the game-changing resource made by the Toronto producer behind tracks for @Drake, @rihanna, and @kendricklamar:

https://t.co/LmXCjegp9E

#music #news #producer #producerlife #streaming #artists #drake #rihanna #kendricklamar #business",https://www.complex.com/music/2020/08/frank-dukes-kingsway-music-library-could-change-sampling-forever?curator=MusicREDEF
WLOYisPlaying,1527964875221106688,2022-05-21 10:49:49+00:00,en,0,0,0,0,Digging Deep by Terry  Keating on Investigations (De Wolfe Music Library) #NowPlaying,
VoteForMSS_,1527958713306230784,2022-05-21 10:25:20+00:00,en,12,3,0,46,"Urgent Call 

Last 30 mns !!! Keep fights!!

MUSIC LIBRARY week 20
Our Time
 https://t.co/CxLQBKVBsX

#OurTime  @MSuppasit #MewSuppasit #มิวศุภศิษฏ์ https://t.co/p7ZvgrzZWH",https://poll-maker.com/poll4339468xF86f45Ff-136
WaanjaimewgulfM,1527952363289341953,2022-05-21 10:00:06+00:00,en,1,0,0,0,"LAST DAY to VOTE (6PM deadline)

Music Library TOP 40 Digital Vote
Week 20

Our Time
 https://t.co/5S3pTN8Kxw
*currently at 2nd place

Listen to #MewSuppasit_OurTime &amp; #Before430 by #MewSuppasit @MSuppasit #มิวศุภศิษฏ์ #mewlions https://t.co/AhX2a9uDHZ https://t.co/eeQLpoMom6",https://linkto.run/p/HZGNIJN3
MELCOAUDIO,1527951818071986177,2022-05-21 09:57:56+00:00,en,7,0,0,2,"All ready for another day at @highendsociety Munich show! Visit us in A 4.1, F107 

 Melco S100 dataswitch
 Melco N100 entry-level digital music library 
 Melco D100 optical drive 
 Melco N50 SSD digital music library 
 Melco S10 dataswitch 
 Melco N10 SSD https://t.co/dqsmDYqePA",
JDB112757,1527950826185949184,2022-05-21 09:53:59+00:00,en,0,0,0,0,"@soundstoryuk An essential part of 
anyone's music library. https://t.co/HKSGD0x9HQ",
LibrarySheet,1527946969804570626,2022-05-21 09:38:40+00:00,fr,1,0,0,1,"Collard joue Ravel – Pavane pour une infante défunte (avec . 
The Sheet Music Library (PDF) is a not-for-profit project dedicated to the divulgation and education of music. https://t.co/i96xCNsFhu #sheetmusic #piano #guitar #voice",https://sheetmusiclibrary.website/2022/04/09/collard-joue-ravel-partition/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost
djtitusug,1527938115234582528,2022-05-21 09:03:29+00:00,en,1,0,0,1,"You can build a whole music library using Shazam, Mixcloud and a good Internet connection....",
bummrz,1527934968176984064,2022-05-21 08:50:58+00:00,en,1,0,0,0,"you’re in her dms, i have to skip certain songs in my apple music library. 

we are not the same",
nabeo_jp,1527923485007556609,2022-05-21 08:05:20+00:00,ja,0,0,0,0,【楽譜情報】プリウーリ／プリウーリ　８声のカンツォン第１番（初期バロックシリーズ15） [金管八重奏]  | NABEO Music Library https://t.co/lThCH0zAb2,https://music.nabeo.org/node/312
MustHaveMetal,1527910815201800192,2022-05-21 07:15:00+00:00,en,0,0,0,0,"We are looking for VOLUNTEER DJs who have at least 2 hours a week free and want to help spread the Metal to the masses. We provide music library. If interested, email us: 

musthavemetalradio@gmail.com",
Sampa_The_Great,1527902597344280576,2022-05-21 06:42:20+00:00,en,7,0,2,0,My music library is expanding rn!,
loki51377699,1527894181196500992,2022-05-21 06:08:54+00:00,en,1,0,0,0,"https://t.co/qH7S2WY3ok
Revideo is a powerful, online video creator. It comes packed with 100+ templates, AI background removal tool, royalty-free stock videos, music library and much more.",https://loki-review.com/revideo-review/
jxhoon_,1527890428061704192,2022-05-21 05:53:59+00:00,en,1,0,1,0,@angescircus IDK I KNOW YOU CAN SEE IN YOUR MUSIC LIBRARY BUT THATS NOT WHERE I LISTENED SO I CANT KNOW,
PhotographicIm4,1527884536704401408,2022-05-21 05:30:34+00:00,en,0,0,0,1,Threepenny Opera 1951 Script/IAMS -WITMARK MUSIC LIBRARY-HART STENOGRAPHIC/GOOD https://t.co/q9CMx1w8lZ eBay https://t.co/uFPg8JC4kz,https://www.ebay.com/itm/265701608196?hash=item3ddd0ccb04%3Ag%3AbfYAAOSw45ViiHIz&mkcid=1&mkrid=711-53200-19255-0&siteid=0&campid=5338752399&customid=&toolid=10001&mkevt=1
MSuppasitTrends,1527881935783358466,2022-05-21 05:20:14+00:00,en,78,7,2,148,"LAST DAY to VOTE (6PM deadline)

Music Library TOP 40 Digital Vote
Week 20

Our Time
 https://t.co/GmVkEdsJc5
*currently at 2nd place

Listen to #MewSuppasit_OurTime &amp; #Before430 by #MewSuppasit @MSuppasit #มิวศุภศิษฏ์ #mewlions https://t.co/8yymTAgjAX",https://linkto.run/p/HZGNIJN3
MuthoharJamil,1527880421387554816,2022-05-21 05:14:13+00:00,en,0,0,0,0,"REVIDEO PRO Software Review - REVIDEO OTO Upsell by Ankit Mehta - ReVideo App Create Thumb-Stopping Mindblowing Videos in a Flash and Packed With 100+ Templates, iStock Media, Music Library, Filters, Transitions and Much More https://t.co/RkuGqifny8",https://jvupsell.com/revideo-pro-software-review-oto/
AdrianRocco,1527880289326092288,2022-05-21 05:13:42+00:00,en,0,0,0,0,"REVIDEO PRO Software Review - REVIDEO OTO Upsell by Ankit Mehta - ReVideo App Create Thumb-Stopping Mindblowing Videos in a Flash and Packed With 100+ Templates, iStock Media, Music Library, Filters, Transitions and Much More https://t.co/PGhjD38qlL",https://jvupsell.com/revideo-pro-software-review-oto/
AdrianRocco,1527880137060102144,2022-05-21 05:13:05+00:00,en,0,0,0,0,"REVIDEO PRO Software Review – REVIDEO OTO Upsell by Ankit Mehta – ReVideo App Create Thumb-Stopping Mindblowing Videos in a Flash and Packed With 100+ Templates, iStock Media, Music Library, Filters, Transitions and Much More https://t.co/PGhjD37Swd",https://jvupsell.com/revideo-pro-software-review-oto/
CasioSA,1527877366357315585,2022-05-21 05:02:05+00:00,en,0,0,0,0,"Express Yourself with Tones and Rhythms Suitable for Music of All Styles

CDP-S360

Number of Keys: 88 | Number of Built-in Tones: 700 | Number of Built-in Rhythms: 200 | Music Library: 152 songs including 50 Exercise Phrases 

#CASIOSA #CASIOMUSIC #CASIOMUSICALINSTRUMENTS https://t.co/pADFThfrrF",
__wussaname,1527875567651065857,2022-05-21 04:54:56+00:00,en,0,0,0,0,I think I might just add this est gee x 42 dugg to my apple music library.,
TEAMTRENDLAZ1,1527874012293976064,2022-05-21 04:48:45+00:00,th,11,0,0,42,"ไหนๆใครยังไม่โหวตกันบ้างคะ อย่าแผ่วลงน้าทุกคน
ห้ามทิ้งน้องนะทุกคนวงเบอร์1จะเฉิดฉาย

-โหวต Music library 
https://t.co/DhU5P7U3FI

-โหวต Mellow 
https://t.co/Qc9xjb1TR7

     (ขอความร่วมมือกับทุกคน)
#คว้าถ้วยให้LAZ1","http://linkto.run/p/HZGNIJN3, http://mellowpop.mcot.net/community/vote"
LibrarySheet,1527871559976853506,2022-05-21 04:39:01+00:00,en,5,0,0,0,"Rachmaninoff – Symphony No. 2 in E minor, Op. 27 3rd mov. Adagio . 
The Sheet Music Library (PDF) is a not-for-profit project dedicated to the divulgation and education of music. https://t.co/lE4Polshc3 #sheetmusic #guitar #voice",https://sheetmusiclibrary.website/2022/04/01/rachmaninoff-sheet-music-3/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost
betabluedigital,1527867088005697538,2022-05-21 04:21:14+00:00,en,0,0,0,1,"THE OFFICIAL HIP-HOP MUSIC LIBRARY 
CONTACT 314-643-7372
FULL TRACK AVAILABLE FOR LICENSING&gt;&gt;&gt;&gt;

#film #video #gaming #music #newmusic #hiphopmusic #producer #composer #musiclibrary #sync #viral #NowPlaying https://t.co/VYqKYFAWwJ",
TroyHGayle,1527861109260181506,2022-05-21 03:57:29+00:00,en,1,0,1,0,Does your music library currently reflect who you are at this stage of your life?,
jawwno,1527857117738192896,2022-05-21 03:41:37+00:00,en,5,0,8,1,"If we in my car and we shuttle my music library, we gone be listening to Drake 85% of the time smh need new music!!",
2Saintsss,1527855067868569600,2022-05-21 03:33:29+00:00,en,0,0,1,0,tate mcrae is creeping into my music library the way my other gems have and I love it,
likehephaestion,1527853357594861569,2022-05-21 03:26:41+00:00,en,0,0,0,0,theres a reason these guys are like 80% of my entire music library https://t.co/VdGqpmG3FH,
leafnosedbat,1527849146182701061,2022-05-21 03:09:57+00:00,en,0,0,0,0,had my music library on shuffle while i was showering earlier and near the end of a song i started thinking abt a specific other song and...  out of 300+ options of what it could have been it was THE very next song to come on. It was so messed up,
VoteForMSS_,1527844315166572544,2022-05-21 02:50:45+00:00,th,15,2,0,76,"วันนี้ วันสุดท้าย ปู้นๆๆๆ

กวาดมือถือ หมด บ้าน คอม ไอแพด ลูกเรียนออนไลน์!! เอามาโหวต ให้หมด เอาม๊า!!!!!!!!!


MUSIC LIBRARY week 20
Our Time
 https://t.co/CxLQBKEyqX

#OurTime  @MSuppasit #MewSuppasit #มิวศุภศิษฏ์ 
#FansignNCallsignOfMSS https://t.co/LxyL3KIGqi",https://poll-maker.com/poll4339468xF86f45Ff-136
PrismsPalette,1527843821182242816,2022-05-21 02:48:47+00:00,en,1,0,0,0,"@traceyssimmons Your music library and mine are very similar. 
Also we both have Hot Mess by Cobra Starship which I didn’t think anyone else but me, and that one girl in fashion club who gave it to me, knew about",
CamStewartLive,1527843761971150848,2022-05-21 02:48:33+00:00,en,17,0,2,2,"If u love truly love a band, the best albums that people know are always low end compared to the unknowns in the music library !",
MashableIndia,1527839095078133762,2022-05-21 02:30:00+00:00,en,0,0,0,0,"Here we have a complete guide on how to sync the Apple Music Library with the Apple Watch

#Apple #WATCH 

https://t.co/pbNgHVHHcI",https://in.mashable.com/tech/32057/heres-how-you-can-sync-apple-music-with-your-apple-watch-a-complete-step-by-step-guide
leeyaformew,1527838617175216128,2022-05-21 02:28:06+00:00,en,3,0,0,7,"Guys～Plz don't forget to vote in the poll of Music Library！The gap is not very big. And it'll be closed at 6:00pm.

Our Time 

 https://t.co/kdpgS661JJ

#mewlions 
#OurTime 
#MewSuppasit
@MSuppasit https://t.co/a9RZlMoDeq",https://poll-maker.com/poll4339468xF86f45Ff-136
Grn_Bay_Dave,1527836576054665216,2022-05-21 02:20:00+00:00,en,0,0,0,0,@freebeergregg @hotwingsfbhw I’m sitting here listening to my Apple Music library on shuffle and Tesla’s Love Song came on. I immediately thought of you guys and how you shit all over it. I had a good chuckle… Did you know they’re named after Nikola Tesla? ,
karafuto1979,1527836484010553345,2022-05-21 02:19:38+00:00,ja,0,0,0,0,https://t.co/pyPEqcWfrH  Nash Music Library「よみがえる勇者」。仮面ライダーカブトで「加賀美の着信音」として使われたとのこと。道理で聞き覚えがあるわけだ,https://open.spotify.com/track/7J7yhxIDrDfFCQ4BVCSK0N?si=FOQ0XGTcQpiEAtZUk1T05w
ScatPackJefe,1527835823299006464,2022-05-21 02:17:00+00:00,en,0,0,0,0,Did anybody else’s entire music library disappear from @AppleMusic,
HLERadio,1527834536008196096,2022-05-21 02:11:53+00:00,en,4,0,1,2,It's easy to request your favorite song from our music library at https://t.co/g2W7puMGC4 https://t.co/uxAmkb0PGd,http://hleradio.com
ToddBerner,1527824677623808002,2022-05-21 01:32:43+00:00,en,2,0,1,0,"@TimMcIntyre11 @MattDerdaMusic It was. I miss that music library all the time. Plus, not to toot my own horn or anything, I was damned good at that job!",
ONI_no_SATO,1527824009215475712,2022-05-21 01:30:04+00:00,ja,1,0,2,1,"@clealto_tube @Anpja2hKtxAmjAt デデドン！(絶望)で有名な楽曲『NSF-309-38 Impact38』は、BGM販売サイトNush Music Libraryで販売されている商用楽曲になります。
某淫ビより先に仮面ライダー響鬼で利用されましたが、数千円払えば誰にでも利用できる楽曲なので「元ネタ」という表現は誤りですねw

https://t.co/nafcNQHHhC",https://dic.nicovideo.jp/id/4596899
megazone,1527821103078457344,2022-05-21 01:18:31+00:00,en,3,0,2,0,"Spelunking into my music library for some old stuff.  This album brings back memories - mostly some interesting times in college...

Maybe I'll pull out Ghost of a Dog next. https://t.co/p2OJVrz0g2",
DoniellCushman,1527818102376833026,2022-05-21 01:06:35+00:00,en,0,0,0,0,How to Build Your Piano Music Library - cushman music https://t.co/KzMJk0V2bU https://t.co/ANYdTREgSk,http://www.cushmanmusic.com/1/post/2022/05/how-to-build-your-piano-music-library.html
Vote4NONT,1527814236034170880,2022-05-21 00:51:13+00:00,th,12,0,1,29," รวมทุกโหวตที่มีมาไว้ในเธรดนี้

แค่กด​ ก็จะไม่พลาดทุกโหวตที่มี

 Music​ Library​ Digital​ Vote​ 

 JOOX​ ซุปตาร์​ Fans​ Pick

T-POP ​Weekly​ Chart

 รักนนท์​  ต้องโหวตให้นนท์​ 

#Vote4NONT
#NONTTANONT
#nontfam https://t.co/EOm6X3nBrQ",
crsntrry,1527814128852619264,2022-05-21 00:50:48+00:00,en,0,0,0,0,hoping the stream saves to his music library ,
