user,tweet id,created_at,lang,like_count,quote_count,reply_count,retweet_count,tweet,URL
tomeatsrocks,1530694690508521474,2022-05-28 23:37:07+00:00,en,0,0,1,0,"@ringtonebangers i wonder if anybody ever went to the bother of trying to rip those drum samples from the ringtone file, assuming its sequenced rather than an actual audio file on the phone. i like the way they sound, as basic as they are",
ALewdStartr,1530689714889674752,2022-05-28 23:17:21+00:00,en,1,0,0,0,@Schnurri_tv That sounds like it was part of the same audio file. Check it,
stitchmediamix,1530685191987019776,2022-05-28 22:59:23+00:00,en,4,0,0,1,"Source For Article: https://t.co/aqu228aNBf

Full Audio File: https://t.co/0dgWo3R1Bo","https://stitchmediamix.com/2022/04/04/whos-afraid-of-a-black-blaise-zabini/, https://www.patreon.com/posts/66815514"
sykurmola,1530684828059836416,2022-05-28 22:57:56+00:00,en,2,0,1,0,"@C_o_1991 @tcmmyknockers @LeaveHeardAlone @DrProudman Uh-huh.

He has no case at all and he never had. She has a case, but will probably not win either.

Evidence shows he was the abuser, which the UK case showed in abundance. You and others fell for an edited audio file planted by a sleazy lawyer with Russian ties. Dirty PR tactics",
xrpant,1530679599096537088,2022-05-28 22:37:09+00:00,en,2,0,3,0,"@s04p_ @hamburgers4all @the_garbage_man @AgamemnonJuunes @0xMoonbags @ImAverageAndy @Dyslexsickk @BushsBeans If you have some sort of audio recording application on your pc. Upload audio file to filebase,  possibly send via dm or something. 

Another option is to use Loom or some other screen capture tool and I can try to rip the audio from the video.",
Tnecwin,1530648655203532807,2022-05-28 20:34:12+00:00,en,1,0,1,0,@JessPected @TheJennyGrace @Lemon_boy89 @kattenbarge So what about the audio file where she admits to hitting and beating JD?,
DanielDewar18,1530643795905323014,2022-05-28 20:14:53+00:00,en,0,0,0,0,"Maybe you have tried to create a Text in order to Speech (TTS) audio file, and thought, “That was easy? ” Also https://t.co/VBfY3ZeMdZ",https://bit.ly/36UVDQ9
iamgking,1530638580288311298,2022-05-28 19:54:10+00:00,en,0,0,0,0,@MrHudson I def do want to ask some questions just about your overall journey and inspiration these days. What’s the best way to reach out? Live sounded exactly like the audio file ,
xAuratic,1530636335740071941,2022-05-28 19:45:14+00:00,en,15,0,0,0,"@UDUCommunity For those who don't know a .ogg is an audio file, just like a .mp3 so this is an audio file name. Judging by the name I assume it's a V10 engine sound :o https://t.co/LLDqn4KAcV",
TheRealFr0sty,1530633294437572609,2022-05-28 19:33:09+00:00,en,1,0,0,0,"@ilyJamo @azizi1412 @lordnicso @noayhrs @jawTV_ @Sentinels Then take your shit to the legal system not twitter, average twitter lawyer. lmao, she proved to riot games with a shortened audio file. He complied with Police, riot doesn't want to catch another court date with what they did a few years ago.",
dskiuk2,1530618201238822913,2022-05-28 18:33:11+00:00,en,0,0,0,0,"There was a leaked audio file of Britney Spears singing ""Toxic"" before all the electronic crap to change her voice - it sounded 10000% better than the crap that got released.  #TOTP #BritneySpears #BritneyAtTheBBC",
Aamer_Akram,1530610211551170563,2022-05-28 18:01:26+00:00,en,0,0,0,0,@IrshadBhatti336 Sir! If you will research this thing deeply you will come up with fake audio file for sure In Sha Allah,
TheCartHorse1,1530605685599309826,2022-05-28 17:43:27+00:00,en,1,0,2,0,"@AnnJohn30914404 @goldcat63 @EuropeFife @googlenews Thank you, I've been trying to learn video editing as I eventually found it as an audio file (at an indecipherable speed setting)

I want to try &amp; improve it/make different versions.
If I was to replace pictures with 2 translations, is adding Ukraine &amp; Russian a good or bad idea?",
DerekRiemer,1530603410730323968,2022-05-28 17:34:25+00:00,en,0,0,0,0,"@NTCarver0 @mohaneds seems people are misunderstanding, there used to be an audio file where someone made like NVDA and jaws dual. It was a silly piece of nonsense but it was still funny.",
hackmource,1530597596477198337,2022-05-28 17:11:18+00:00,en,10,0,1,0,"yakhi technology is so shit. when I hear smth nice and wanna share it, I can send an audio file. If I see something nice and wanna share it, I can send a picture. But every time I’m using fragrances I’m obsessed with I can’t just message a scent ",
WTSQ881Playlist,1530594801363607553,2022-05-28 17:00:12+00:00,en,0,0,0,0,Audio/File on WTSQ (1pm-3pm) https://t.co/PjNeulTXZ1,
mrasadgillani,1530584438077378560,2022-05-28 16:19:01+00:00,en,1,0,0,0,@FarihaMunirShah Iphone: copy link of the song from youtube .. open Upull on Siri .. paste the link ..download the audio file. It ll be downloaded in file,
pot8um,1530573687438589952,2022-05-28 15:36:18+00:00,en,9861,5,83,215,"He’s been reported. I’ve requested, in writing, both his differential diagnosis and his refusal of treatment.
I’m keeping the audio file for my records. I asked to be referred to someone else.
This is the last time I’ll let some grossly misinformed bald man give me health advice.",
DownBadJack247,1530572843972321280,2022-05-28 15:32:57+00:00,en,2,0,0,0,@Schnurri_tv This is why you listen to the audio file before putting it in the code ,
English_tutor01,1530571581625442310,2022-05-28 15:27:56+00:00,en,0,0,0,0,please write an essay and make a transcription for the short audio file https://t.co/R144o6RKcc,https://topuniversitytutor.com/please-write-an-essay-and-make-a-transcription-for-the-short-audio-file/
HalfTimeFTBL,1530571147859066880,2022-05-28 15:26:12+00:00,en,7,0,2,0,"I'm so pissed right now

I busted my arse in the past 24 hours trying to get the 'Ranking last 10 CL finals' video done, worked pretty much every waking second and the audio file has gone and fucked up, and I can't fix it in time to upload when I wanted

I cba man https://t.co/pk0oENy1ro",
JoeDavies86,1530570515458531329,2022-05-28 15:23:42+00:00,es,1,0,1,0,@x_aimee_x_ Audio file incoming ,
St_Ikd,1530565999254454272,2022-05-28 15:05:45+00:00,ja,0,0,0,0,"≪New≫ [mp3] audio file: piano by Satoru Ikeda
池田悟の #ピアノ演奏 #シマノフスキ #piano #Szymanowski #WilhSteinberg 
Szymanowski / Etude Op.33-1 Presto [pf] https://t.co/qJNpFjj8BN",https://compositeur1.seesaa.net/article/SzymanowskiOp.33-1.html
SissySquirtsPro,1530562361685381122,2022-05-28 14:51:18+00:00,en,1,0,0,2,Another of my Favorites Sold on IWC! Loser Training 25 Minute Audio File 9 https://t.co/Yo6PYNsubC https://t.co/ifgaIQoaVL,https://iwe.one/1NOzz
maxreistbot,1530553967335325696,2022-05-28 14:17:56+00:00,en,1,0,0,0,i see or rotate a cube in my mind but i Can warp a make-believe audio file in my head.,
PHemimily,1530551531048579078,2022-05-28 14:08:15+00:00,en,0,0,0,0,Crying  I accidentally deleted my audio file to look back my trip down history lane  atleast I was able to write it down but it's just not the same...,
sv314dws,1530532111115067392,2022-05-28 12:51:05+00:00,en,0,0,0,0,Using Screencastify to record an AUDIO only file https://t.co/C7UJDI46Pn Need a quick way to just record an #Audio file and download as #MP3? Use @Screencastify! #Screencastify #KyDLC #KyGoDigital #FETC #KySTE #TechTip,https://youtu.be/aDkvFTWqp-Q
Clarissa_Shares,1530530612653744130,2022-05-28 12:45:08+00:00,en,7,0,0,2,"The custom FemDom hypnotic audio file of your dreams is possible. Whether you serve me, another Mistress, you’re in an FLR or you’re simply a fetishist I can further your goals and deepen your pleasure. Email: info@mistressclarissa.co.uk https://t.co/AHBuEZbSj4",
