user,tweet id,created_at,lang,like_count,quote_count,reply_count,retweet_count,tweet,URL
yivoinstitute,1528043225537200131,2022-05-21 16:01:09+00:00,en,7,0,0,0,"“It’s not directly about the Holocaust, but...We are opening up not a window but a gate and a big path to the world that existed before the Holocaust. Only remnants of it still existed afterward, but we are correcting that.” https://t.co/PPoBEbaL1Y https://t.co/F8tAM4Ng2d","https://bit.ly/js-folksong, http://ruthrubin.yivo.org"
rocksound,1527771150553448448,2022-05-20 22:00:01+00:00,en,10,0,0,2,"Against The Current's album 'In Our Bones' was released six years ago today

The band look back on making the music video for 'Young &amp; Relentless' in this clip from the Rock Sound archive https://t.co/HrQtWVkXbE",
LeedsArtGallery,1527695744710344704,2022-05-20 17:00:23+00:00,en,1,0,0,1,"The workshop will take place in the exhibition Desire Lines, which features commissioned sculptures, works on paper, sound &amp; film by McKnight, made in response to artworks from Leeds Art Gallery’s collection &amp; recordings from the British Library sound archive. @britishlibrary",
LeedsArtGallery,1527694227286654976,2022-05-20 16:54:21+00:00,en,6,1,1,5,Join us for a listening &amp; drawing workshop with artist @jillmcknight_ exploring recordings from the British Library sound archive on the theme of wonder in the everyday. Saturday 28 May 2-4pm. Book via link below: https://t.co/GBMy07JfWM https://t.co/4ujBylV2eI,https://www.eventbrite.co.uk/e/drawing-sound-with-jill-mcknight-tickets-319521656877?ref=eios
LauraCa66391670,1527115283470483456,2022-05-19 02:33:50+00:00,en,0,0,0,0,"There's a Bear in There was inducted into the National Film and Sound Archive's Sounds of Australia collection in 2017 and is one of the country's best known TV anthems.
Richard Connolly, who composed the Play School theme song, dies aged 94",
E_V_Assistance,1527037702792785922,2022-05-18 21:25:33+00:00,en,0,0,0,0,"Ken Coates: Use of Nuclear Weapons?

https://t.co/VSLiQDNBJt",http://belgranoinquiry.com/sound-archive/ken-coates-use-of-nuclear-weapons
Veritas_KW,1526922086819565568,2022-05-18 13:46:08+00:00,en,0,0,0,0,"And, for those interested in Cannes (kicking off today), a National Film and Sound Archive restored print of Strictly Ballroom is a highlight of the Cannes Classics events this year.

https://t.co/8ULGkIPuMS",
JanHacker9,1526910263206850561,2022-05-18 12:59:10+00:00,en,0,0,0,0,"#FEHLT @Dudenverlag #REDIRECT #SIMPLE #UMBRUCH but we had #Zeilenumbruch which is a #LineBreak.

#MSDOS #UNIX #CR #LF 
Carriage Return 
Line Feed

@IBM #SOUND ARCHIVE @POTUS 
#TheOffice #GERMAN @schnoddelbotz @UNESCO #EDU #ReUpload This is #GOLD #RARE @VP
https://t.co/crNyPSXPsC",https://www.youtube.com/watch?v=eYdr0r5hEN0
rocksound,1526563196898713601,2022-05-17 14:00:02+00:00,en,53,2,1,15,"Twenty One Pilots' album 'Blurryface' was released 7 years ago today

Tyler Joseph performs an early version of 'Heavydirtysoul' in this clip from the Rock Sound archive https://t.co/xC49d09bFW",
yama_kanzenban,1526484519859404801,2022-05-17 08:47:24+00:00,en,3,1,0,3,"mountain now live on https://t.co/JyKylGUq09

MITAMINE LAB, contemporary sound archive and curatorial project. Original broadcasts monthly on Resonance EXTRA (LDN).",http://mitaminelab.org
op109,1526197963206414336,2022-05-16 13:48:44+00:00,en,0,0,0,0,"B.H. Haggin Discusses Music Criticism - 1965 - Past Daily Talking Music – Past Daily: News, History, Music And An Enormous Sound Archive. https://t.co/6qV2RlKLJB",https://pastdaily.com/2022/05/15/b-h-haggin-discusses-music-criticism-1965-past-daily-talking-music/
rocksound,1526170601546579968,2022-05-16 12:00:00+00:00,en,71,1,0,11,"My Chemical Romance's first UK gig in over 10 years is just a few hours away

Gerard Way tells us about some of his British musical influences in this clip from the Rock Sound archive https://t.co/4vL3AH3EGE",
Nicolas65853542,1526158314370760705,2022-05-16 11:11:11+00:00,en,0,0,0,0,"There's a Bear in There was inducted into the National Film and Sound Archive's Sounds of Australia collection in 2017 and is one of the country's best known TV anthems.
Richard Connolly, who composed the Play School theme song, dies aged 94",
SydWorldPride,1526040542580461568,2022-05-16 03:23:12+00:00,en,1,0,0,4,Are you an LGBTQIA+ creative? The National Film and Sound Archive of Australia is looking for the best in the business to create a piece using items from their collection. The selected work will then be premiered at Sydney WorldPride!  Find out more: https://t.co/tMkOWMJZNF,https://bit.ly/3Pl2rev
jerijerod14,1525779611786911744,2022-05-15 10:06:21+00:00,en,0,0,1,0,@AlAllen24428766 That would have been really interesting. I’ve listened to some sound archive accounts if the sinking of Exeter at the battle and it was an epic but tragic battle,
op109,1525742080026451969,2022-05-15 07:37:13+00:00,en,1,0,0,1,"Geza Anda, Yehudi Menuhin And Ernest Bour Play Music Of Bartok - 1959 Vienna Festival - Past Daily Mid-Week Concert – Past Daily: News, History, Music And An Enormous Sound Archive. https://t.co/R0rVeQH39S",https://pastdaily.com/2014/01/15/geza-anda-yehudi-menuhin-ernest-bour-play-music-bartok-1959-vienna-festival-past-daily-mid-week-concert/
HuhanaDuncan,1525643480260698113,2022-05-15 01:05:25+00:00,en,3,0,0,1,Anyone have experience requesting files from the Maori &amp; Pacific Sound Archive at Auckland Uni? Do you have to listen to them on-site?,
