user,tweet id,created_at,lang,like_count,quote_count,reply_count,retweet_count,tweet,URL
RishiArchives,1528153806139457536,2022-05-21 23:20:33+00:00,en,0,0,0,0,"We have located the audio file in which Rishi said, “F**k you!“ Editing will begin soon.",
SolomonPhoenix_,1528150794964389888,2022-05-21 23:08:35+00:00,en,0,0,2,0,#AudioProcessing #AudioServices #AudiobookNarration audio transcription to word document: I need a freelancer to transcribe audio file to word document. Must be proficient in Microsoft Word and a keen listener. Message the project manager on WhatsApp… https://t.co/E7PL8oMTEE,https://www.freelancer.com/projects/audio-services/audio-transcription-word-document.html?utm_source=dlvr.it&utm_medium=twitter
CloudxAerith,1528105776698605569,2022-05-21 20:09:42+00:00,en,8,0,1,1,"@StrawberrieLamb It won't happen because A. they don't say Hollow is about CZ, and B. he probably never had an audio file",
DarioGatPianist,1528084340713865220,2022-05-21 18:44:31+00:00,en,0,0,0,0,@Nftshiil https://t.co/xzDYJbRJ5H 0.0003 ETH BUY IT is Audio file,https://rarible.com/token/0xB66a603f4cFe17e3D27B87a8BfCaD319856518B8:69890213326464256940179611450436690317788899458580697516680052028929600389122
timon_abraham,1528072789592313856,2022-05-21 17:58:37+00:00,en,2,0,0,0,"@_Carterefe I created a site called Twikc
https://t.co/FVwwJiycXd
It's a site where users can post images, videos, text, introduce you new friends and the best part share audio files like your songs
You can download every image, video and audio file",https://www.twikc.com
timon_abraham,1528069975499493376,2022-05-21 17:47:26+00:00,en,1,0,0,0,"@Naija_PR I created a site called Twikc
https://t.co/FVwwJiycXd
users can post images, videos, text, introduce your new friends and the best part share audio files like your songs
download every image, video &amp; audio file",https://www.twikc.com
proddylxn,1528067347717558272,2022-05-21 17:37:00+00:00,en,7,0,1,0,@fuck1gokami i don't understand why it's so bad to turn the trim wheel on a slightly less high quality audio file,
WTSQ881Playlist,1528058098161688579,2022-05-21 17:00:15+00:00,en,1,0,0,0,Audio/File on WTSQ (1pm-3pm) https://t.co/qpp9DqaL4Q,
lokeshroyal226,1528052025803837440,2022-05-21 16:36:07+00:00,en,1,0,0,3,"This is an Uncompressed Audio File, Which has better Quality than MP3. #BlockbusterSVP 
#SarkaruVaariPaata 

@urstrulyMahesh  https://t.co/xfstCbuVVh",
shariebi,1528051587704360960,2022-05-21 16:34:22+00:00,en,0,0,2,0,"I'm listening to this song and I'm remembering one married man I told to stop texting me and he said “ok”.

He sent me an audio file the next morning, and it was this song https://t.co/tHuSrfYA0I",https://music.apple.com/ng/album/smile-for-me/1277315495?i=1277316191
howtopam,1528038881848766464,2022-05-21 15:43:53+00:00,en,1,0,0,1,Create A Useful Unit File In systemd That Will Play An Audio File At You... https://t.co/lzg650LDqT via @YouTube,https://youtu.be/qjYC_I9oZLs
lacs8607,1528037412307361793,2022-05-21 15:38:03+00:00,en,13,0,2,0,I may or may not have an audio file of The 1975 covering wmyb…,
gsnedeker,1528016183408181249,2022-05-21 14:13:41+00:00,en,0,0,1,0,@HenricCont @bourdeau_ed @ParkersPlaster1 @JohnRad15 @buckingfankers @richyphillips @takeitwithsalt @Jo_HNGalt @jbhearn @AynRand_is_Dead @PDWriter @GeorgieSpirit @TIMGOLDFINCH @samvega @SvarfvarSea @AnalyticD @CarlitosMMT @barua_ashish @SmoothRegulator @AlanDownunder @Locke_Wiggins @jrex62 @cullenroche @edj635562 @clintballinger @KimDriver11 @duncanpoundcake @MMTLabour @ThomasSirianni2 @NKozev @GormsbyE @katiecannon2 @nevin_simon @Frances_Coppola @RogueCoder250 @CreativeDeduct @juancastanedaf @Tim_Congdon @iimr_buckingham @RichardJMurphy @DMcWilliams_UK We cannot assume musicians who share a zero marginal cost audio file of their work are giving permission to have their work mass distributed for free.,
Justice314Lady,1528001595107057671,2022-05-21 13:15:43+00:00,en,1,0,2,0,@NoesisBooks @wendyparciak But someone here on Twitter who is visually impaired already asked for an audio version of my book. All I could think to do is read it myself for him (and any others) and then send him an audio file of my recording. Then I saw YOU here on Twitter &amp; was like “Oh yes! Plz ”,
FranksandBacon,1527995251444486146,2022-05-21 12:50:31+00:00,en,1,0,1,1,"@APompliano I learned a bit about how they come  up with these ""ESG"" ratings. Long article, but there is an audio file you can click a few paragraphs down to hear it read out loud.
 https://t.co/zQ2bmEJVPI",https://www.bloomberg.com/graphics/2021-what-is-esg-investing-msci-ratings-focus-on-corporate-bottom-line/?sref=jjXJRDFv
