user,created_at,lang,like_count,quote_count,reply_count,retweet_count,tweet,URL
gmchk2,2022-05-01 10:30:32+00:00,en,0,0,0,0,"Ainana / [Music Information] The title of the TRIGGER single CD to be released on June 6 is ""SUIS [8/22/05]"" https://t.co/iZacaqdMV6 https://t.co/02HIPvDrT2",https://gm-chk.com/en/idolish7/911849.html
gmchk2,2022-05-01 10:30:26+00:00,en,1,0,0,0,"Ainana / [Music Information] The title of the Re: vale single CD to be released on June 6 is ""Kokoro [15/22/05]"" https://t.co/QEgxPWpK3y https://t.co/IcRorN8gcM",https://gm-chk.com/en/idolish7/911847.html
iD7_IDOLiSH7,2022-05-01 01:41:37+00:00,en,348,19,0,107,"[MUSIC INFORMATION]

- Re:vale new single Kokoro, Hare Hare will be released on June 15th  https://t.co/VLqw5orhBB",
iD7_IDOLiSH7,2022-05-01 01:39:57+00:00,en,455,36,2,120,"[MUSIC INFORMATION]

- TRIGGER new single SUISAI will be released on June 8th  https://t.co/Fk57H1B6hD",
aasiri,2022-05-01 01:33:35+00:00,und,3,1,2,0,"تحويل الجزيئات الى معلومات صوتيه

بحث جديد في ChemRxiv  يدرس امكانية تحويل المركبات العضوية الى صوت موسيقي.

Molecular Sonification for Molecule to Music Information Transfer

#الكيمياء #كيمياء #معلومات_كيميائية 

 https://t.co/4EAsKa8W44 https://t.co/oI5aHHkwlq",https://doi.org/10.26434/chemrxiv-2022-g7xkl#.Ym3e8X1LycA.twitter
IAMICnet,2022-05-02 19:13:32+00:00,en,0,0,0,0,"Sign up now to watch the full day of events, or individual  panels.

https://t.co/6Vhcfw6ziU",https://l.facebook.com/l.php?u=https%3A%2F%2Fmiz.org%2Fen%2Ffocus%2Finternational-conference-of-music-information-centres%3Ffbclid%3DIwAR2CoAxT0wig0l41Jb4q4a7w96-rZXwm-o6cNIu8rvQR7P0smgbh6Nzdi3Y&h=AT2O8ORqY98wtFnf1xdz09DivqTY7xJ8N-Ms59RP7gAwTrviVjbin_mF8DBkODrCgMdoaO9UlzR50lLBdmhfWvUApgAifS4KRgmdulVkpIKqdzMLHx4m6au1iMJzfXBCd8zEuuM&__tn__=-UK-R&c[0]=AT3hN54xNOUX8c73PWhWU-YPu-zcWTpu1zNrLtqYBwX7Xui_nrH1UxFiuwoBYyHfwigDYUOI9QRTx8JzDYwHY74LJkFH4p_HK5_sRWBVx-whaIzvfSnEgUIy7qQhZnYvEe5Wlpap0mrLh6EQdqHjJIfBenJZSYc5dSK-qFFORcqV_qqVv_h0DlW0Ke6bEbKyHWqZ79s
IAMICnet,2022-05-02 19:13:29+00:00,en,0,0,1,0,"""Musical Life at the Interface between Tradition and Future"" – a live-streamed public conference day, 24 May, as part of the IAMIC annual conference, which is being hosted this year by the @mizMusikinfo.

See the programme and information at:
https://t.co/QYjFK57Tqs",https://miz.org/en/focus/international-conference-of-music-information-centres
AldoRelaxGuitar,2022-05-02 16:05:05+00:00,en,0,0,0,0,"Because You Deserve Relax And Chill Search “aldo guitar” for music information.

#aldoguitar #relaxingmusic #chill #wine #closetoyou #instrumentalmusic #relaxation #music #morning #beach #love #sun #nature #ocean #sunshine #guitar #guitarplayer https://t.co/DiGJX9L4x8",
SVTranslations,2022-05-02 12:54:56+00:00,en,331,7,2,95,"[SEVENTEEN WEVERSE]
#HOSHI:
CDTV soon!!

*CDTV or Count Down TV is a Japanese late-night music television program broadcast on TBS which shown weekly, and features music video hit chart countdown, live performances and music information.

@pledis_17 #SEVENTEEN #세븐틴 #호시 https://t.co/2ngKn1J8Sw",
AldoRelaxGuitar,2022-05-02 11:15:03+00:00,en,0,0,0,0,"Because You Deserve Relax And Chill Search “aldo guitar” for music information.

#aldoguitar #relaxingmusic #chill #wine #closetoyou #instrumentalmusic #relaxation #music #morning #beach #love #sun #nature #ocean #sunshine #guitar #guitarplayer https://t.co/7VGUc7USbr",
mrcolinzammit,2022-05-02 07:20:18+00:00,en,0,0,0,0,"@GlobalPlayer I’ve been meaning to ask, why doesn’t your Echo Show skill display the music information? It would be so helpful to identify what music is playing.",
laurenlewiss_,2022-05-03 22:12:21+00:00,en,7,0,0,0,"I love Twitter because it’s funny, real time &amp; you can talk to yourself lol

TikTok if I don’t want to think about anything &amp; consume random stuff 

YouTube for vlogs, music &amp; information. 

Pinterest for inspiration 

See, there’s different platforms with different purposes.",
AVCollegeCA,2022-05-03 22:01:11+00:00,en,4,1,0,0,"Join us Wednesday, June 8 from 2-7pm for a day of fun at AVC Palmdale Center's Summer Block Party! Enjoy food, games, activities, music, information and resources from AVC and our community partners.

For more information, please visit: https://t.co/grwrV3ub2g https://t.co/5ZFJqdYyoz",https://links.avc.edu/blockparty2022
SSJ3Goku90,2022-05-03 18:49:23+00:00,ht,1,0,0,0,https://t.co/33GhW6FBQ2 YESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESYESY,https://tokusatsunetwork.com/2022/05/fuuto-pi-music-information-revealed/
BabyRobotMedia,2022-05-03 17:31:44+00:00,en,0,0,0,0,"Check out @simonajazz's recent interview with Music Information Centre Lithuania and learn more about her new LP, Bird Language, out everywhere now! https://t.co/ZVhxhO1dhq",https://www.mic.lt/en/news/2022/04/15/the-quest-for-simona-smirnovas-archaic-identity/
NomMkhize1,2022-05-03 17:20:54+00:00,en,5,0,1,0,"@SZondi I won’t lie, that midday slot is  Music and music information ",
Miaka3301,2022-05-03 16:41:51+00:00,fr,0,0,1,0,"@_stxkotoba Et tiens plus d'infos sur la musique ^^
https://t.co/RBG2T3VpaC",https://tokusatsunetwork.com/2022/05/fuuto-pi-music-information-revealed/
TheTokuNet,2022-05-03 15:01:09+00:00,tl,521,28,5,202,"""Kamen Rider W"" alumni artists Aya Kamiki w TAKUYA, Mitsuru Matsuoka, and Koji Kikkawa return to perform music for the upcoming #FuutoPI anime, starting August 2022!

MORE INFO: https://t.co/MFgzilUCSO https://t.co/QtHsmrxvXb",https://buff.ly/3vD8Cm8
Snooper_Scope,2022-05-03 10:00:15+00:00,en,0,0,0,0,"~Sex Pistols to re-release God Save The Queen for Jubilee - Music News~ 
https://t.co/GsLmNPE516
When the Sex Pistols made their definitive statement during the Queen’s Silver Jubilee celebrations in 1977 with the incendiary single ‘God Save The Queen’, they produced a manif... https://t.co/qnzNu9q4ra",https://snooper-scope.in/sex-pistols-to-re-release-god-save-the-queen-for-jubilee-music-news/
bleepbeepbzzz,2022-05-04 14:22:02+00:00,en,1,1,0,0,"Research job in music information retrieval, linked data, AI. MSc or PhD or equivalent experience req'd. Please see https://t.co/9adKEABBeP and https://t.co/613R5NWtW4.","https://www.nuigalway.ie/media/humanresources/publicdocuments/Job-Advert-NUIG-RES-105-22.docx, https://www.nuigalway.ie/about-us/jobs/research/"
ISMIRConf,2022-05-04 06:33:59+00:00,en,10,0,1,0,"We are very pleased to welcome @acrcloud as a supporter tier sponsor for this year's International Society for Music Information Retrieval (ISMIR) Conference, to be held in Bengaluru, India from December 4-8, 2022. 

#ISMIR2022 https://t.co/hH8jcF3662",
PublicistMusic,2022-05-04 02:42:30+00:00,en,46,0,2,5,"We have a database and connections with thousands of music blogs, playlists, radio statios, DJs at college/non-commercial radio, and record labels around the world. We will submit your music, information about yourself and a description of the song  https://t.co/6yQ6QXGz0i https://t.co/bfmxQgbipD",https://linktr.ee/MusicPromotionWorldwide
QueensMedical,2022-05-04 01:06:39+00:00,en,1,0,1,0,"Mark your calendar!  #QueensWest is pleased to sponsor the Senior Hobby and Health Fair at Mililani Rec Center 3 on May 18. There will be interactive activities, live music, information on fire and fall safety, and more at this free event. See flyer  for more details. https://t.co/x4CHx5vNM6",
MADDTalent1,2022-05-05 22:26:43+00:00,en,1,0,0,0,@BarackObama @katyperry @justinbieber @DonaldJTrumpJr   I can assure you that you want to see this.  I don’t want to hear the music-information about Biden and 81 Million votes if you don’t watch this. https://t.co/qkyNP8jZ7P,
motchscape,2022-05-05 20:01:36+00:00,en,0,0,0,0,"Music scores of  arrangement and original are now on sale from ""Sheet Music""!

[Sheet Music Plus]
https://t.co/whyRcYOhwz

[Sheet Music Direct]
https://t.co/b0TRDA4NGE

New music information will be updated from time to time.
Please check it out!

#MasakazuYAMAMOTO
#Composer","https://www.sheetmusicplus.com/search?Ntt=Masakazu+YAMAMOTO, https://www.sheetmusicdirect.com/en-US/Search.aspx?query=Masakazu%20Yamamoto"
JohnGavin77,2022-05-05 17:03:47+00:00,en,0,0,0,0,Rap tv “we only post music information” *also rap tv* https://t.co/oxObh040lx,
