user,tweet id,created_at,lang,like_count,quote_count,reply_count,retweet_count,tweet,URL
lotlmedia,1532480186197090304,2022-06-02 21:52:03+00:00,en,3,0,1,0,Check out Queer Conversation latest interview with the National Sound Archive discussion a great queer project for @SydWorldPride  #TikTok https://t.co/CAU9hz2f0B,https://vt.tiktok.com/ZSdgCxU4r/?k=1
GejWatts,1532443892615880705,2022-06-02 19:27:50+00:00,en,3,0,1,0,"@BullshotUK @cyprilleanne Yes of course! So Dr Leslie McMurtry has done one of the best analyses in recent years of BBC radio drama, see her book Revolution in the Echo Chamber. Also worth reviewing books written about the history of the BBC and radio drama, see Prof. Tim Crook, and the BBC Sound Archive",
LindaWi71347208,1532358323114086400,2022-06-02 13:47:48+00:00,en,0,0,0,0,"There's a Bear in There was inducted into the National Film and Sound Archive's Sounds of Australia collection in 2017 and is one of the country's best known TV anthems.
Richard Connolly, who composed the Play School theme song, dies aged 94",
turtle2281,1532352987288305667,2022-06-02 13:26:36+00:00,en,0,0,0,0,[Blue Archive]  2022 Sound Archive Concert  https://t.co/w4YrIjGzm8 @YouTubeより,https://youtu.be/W5njQTpJMRs
wakisuta,1532324880980799488,2022-06-02 11:34:55+00:00,en,0,0,0,0,[Blue Archive]  2022 Sound Archive Concert  https://t.co/SmVttOOCaY @YouTubeより,https://youtu.be/W5njQTpJMRs
nimochang,1532314138373853184,2022-06-02 10:52:14+00:00,ja,0,0,0,0,sound archive見返すたびﾋﾌﾐﾀﾞｲｽｷでめちゃくちゃ笑っちゃう,
LeedsArtGallery,1532240644881670144,2022-06-02 06:00:12+00:00,en,14,0,0,5,A huge thank you to @jillmcknight_ for hosting her Desire Lines sound archive workshop from the @britishlibrary sound archive exploring the wonder of the everyday. Thank you to everyone who participated during the workshop. #LetsCreate @Child_Leeds @LEEDS_2023 #youthcollective https://t.co/iOuuUmZAiM,
ymct12,1531956102803247104,2022-06-01 11:09:31+00:00,ja,0,0,0,0,"[Blue Archive]  2022 Sound Archive Concert  https://t.co/kc7126etoF @YouTubeより

神",https://youtu.be/W5njQTpJMRs
soundarchive,1531950492548755456,2022-06-01 10:47:14+00:00,en,7,0,0,1,Thanks again to the great people at @HorrorBabble for their latest donation to the sound archive. That makes 430 releases and counting! https://t.co/MqMkr97BEI,https://horrorbabble.bandcamp.com/
op109,1531872976043483139,2022-06-01 05:39:12+00:00,en,0,0,0,0,"Julius Baker - Music Of Charles Tomlinson Griffes - 1952 - Past Daily Weekend Gramophone – Past Daily: News, History, Music And An Enormous Sound Archive. https://t.co/qEZPIapdc7",https://pastdaily.com/2019/11/10/julius-baker-music-of-charles-tomlinson-griffes-1952-past-daily-weekend-gramophone/
user,tweet id,created_at,lang,like_count,quote_count,reply_count,retweet_count,tweet,URL
lotlmedia,1532480186197090304,2022-06-02 21:52:03+00:00,en,3,0,1,0,Check out Queer Conversation latest interview with the National Sound Archive discussion a great queer project for @SydWorldPride  #TikTok https://t.co/CAU9hz2f0B,https://vt.tiktok.com/ZSdgCxU4r/?k=1
GejWatts,1532443892615880705,2022-06-02 19:27:50+00:00,en,3,0,1,0,"@BullshotUK @cyprilleanne Yes of course! So Dr Leslie McMurtry has done one of the best analyses in recent years of BBC radio drama, see her book Revolution in the Echo Chamber. Also worth reviewing books written about the history of the BBC and radio drama, see Prof. Tim Crook, and the BBC Sound Archive",
LindaWi71347208,1532358323114086400,2022-06-02 13:47:48+00:00,en,0,0,0,0,"There's a Bear in There was inducted into the National Film and Sound Archive's Sounds of Australia collection in 2017 and is one of the country's best known TV anthems.
Richard Connolly, who composed the Play School theme song, dies aged 94",
turtle2281,1532352987288305667,2022-06-02 13:26:36+00:00,en,0,0,0,0,[Blue Archive]  2022 Sound Archive Concert  https://t.co/w4YrIjGzm8 @YouTubeより,https://youtu.be/W5njQTpJMRs
wakisuta,1532324880980799488,2022-06-02 11:34:55+00:00,en,0,0,0,0,[Blue Archive]  2022 Sound Archive Concert  https://t.co/SmVttOOCaY @YouTubeより,https://youtu.be/W5njQTpJMRs
nimochang,1532314138373853184,2022-06-02 10:52:14+00:00,ja,0,0,0,0,sound archive見返すたびﾋﾌﾐﾀﾞｲｽｷでめちゃくちゃ笑っちゃう,
LeedsArtGallery,1532240644881670144,2022-06-02 06:00:12+00:00,en,14,0,0,5,A huge thank you to @jillmcknight_ for hosting her Desire Lines sound archive workshop from the @britishlibrary sound archive exploring the wonder of the everyday. Thank you to everyone who participated during the workshop. #LetsCreate @Child_Leeds @LEEDS_2023 #youthcollective https://t.co/iOuuUmZAiM,
ymct12,1531956102803247104,2022-06-01 11:09:31+00:00,ja,0,0,0,0,"[Blue Archive]  2022 Sound Archive Concert  https://t.co/kc7126etoF @YouTubeより

神",https://youtu.be/W5njQTpJMRs
soundarchive,1531950492548755456,2022-06-01 10:47:14+00:00,en,7,0,0,1,Thanks again to the great people at @HorrorBabble for their latest donation to the sound archive. That makes 430 releases and counting! https://t.co/MqMkr97BEI,https://horrorbabble.bandcamp.com/
op109,1531872976043483139,2022-06-01 05:39:12+00:00,en,0,0,0,0,"Julius Baker - Music Of Charles Tomlinson Griffes - 1952 - Past Daily Weekend Gramophone – Past Daily: News, History, Music And An Enormous Sound Archive. https://t.co/qEZPIapdc7",https://pastdaily.com/2019/11/10/julius-baker-music-of-charles-tomlinson-griffes-1952-past-daily-weekend-gramophone/
