user,tweet id,created_at,lang,like_count,quote_count,reply_count,retweet_count,tweet,URL
CollinSellf,1532511742474977296,2022-06-02 23:57:26+00:00,en,0,0,0,0,I don't know where i can locate an audio file in my phone and am g...,
sykurmola,1532505203894648833,2022-06-02 23:31:27+00:00,en,0,0,1,0,"@HuginnOfOdin @SuperKatQuinn @eternalasterisk @DrEmmaKatz Amber has a medical record, photos and audio file.

JD adjusted his statements over the course of being presented with evidence. He didn't bring it up himself.

But sure, let's take *his* word for it, his *third* version of it *after* presented with the evidence. https://t.co/eqquclRQuu",
Z3NE0,1532484438067761161,2022-06-02 22:08:56+00:00,en,2,0,0,0,"@ImmortaISoldier @PalpamemesYT Does anyone know what conversion means here? Is it just a marketing term to hide the fact it's a fully original artificially created audio file, or does it mean there was organic human input that was altered/converted?",
Love4Pajamas,1532482907297796112,2022-06-02 22:02:51+00:00,en,0,0,0,0,@Kindsou72610843 @ChristinaMatzen @nizzy416 @TheEmilyDBaker It was not as far as I can tell. I have listened to every audio file that was submitted into evidence through the VA court website and it was not among them.,
keapy15,1532479013033238533,2022-06-02 21:47:23+00:00,en,0,0,0,0,there's also songs on it that are just entire albums in one audio file lol https://t.co/tSVCVENTBl,
Brezia_Tomson,1532478183005642765,2022-06-02 21:44:05+00:00,en,0,0,0,0,"@FohReality @realamberheard Geez, fake audio in ^ video.

Youtube cheering audio file.

https://t.co/wJ11VYR8eC",https://youtu.be/2if1aGq173A
usersniper1,1532478176613523468,2022-06-02 21:44:04+00:00,en,1,0,0,0,audio file preview on @discord mobile when,
11moji,1532476706099023872,2022-06-02 21:38:13+00:00,en,2,0,1,0,"hokay, I think I've done everything I can for now, until I get the audio file from auntie &lt;3

gonna go game for a while, and sleep
good night!",
BlackStarchanX3,1532465518816419842,2022-06-02 20:53:46+00:00,en,1,0,0,0,"I've changed the audio files to nearly every audio file under the sun. 

I don't know which one is magically supposed to start working.",
redtoof,1532461598803124233,2022-06-02 20:38:11+00:00,en,3,0,1,0,"@TheOneBenBailey Image army lists are so inconvenient. Why not save your tournament organiser from having to use their eyes entirely, and send your list as an audio file?",
chase_roper,1532461187744473088,2022-06-02 20:36:33+00:00,en,1,0,0,0,@TotallyLaime I used to use Skype and paid for their “save to mp3” option. It basically combined both of our local recordings into one audio file but still - super limited to what the other person was using to speak into.,
amywolfchan,1532459992414142476,2022-06-02 20:31:48+00:00,en,0,0,1,0,"@Hyunjinsstray OMG HAHAH THATS WHAT IM TRYING TO MAKE i’m having to cut out all the parts where members talk, do you have it as an audio file??",
skrishna,1532446955955273740,2022-06-02 19:40:00+00:00,en,53,0,2,0,I am cleaning out some computer stuff and clicked on a audio file I didn't recognize and it was an interview w/Michelle Yeoh and she freaked out on me about an article I wrote that she loved and credited for bringing international awareness to #StarTrekDiscovery and yeah wow,
24Askins,1532443008687390739,2022-06-02 19:24:19+00:00,en,1,0,0,0,"@veryrare1717 Definitely, i wont be happy till they release every video clip, and every audio file he has ever featured in.",
bluefrayy,1532442946007465984,2022-06-02 19:24:04+00:00,en,0,0,0,0,That fucking scream scared the shit out of me. I'm listening to the audio file in full volume. Juskooooo,
DanielAndrewMe,1532438422727471106,2022-06-02 19:06:05+00:00,en,1,0,0,0,"@AFMBlog @JackMonero Twitter does save an archive of the Space as an audio file. Not the easiest thing to get to, but if the recording could be posted somewhere that’d be great.",
Mikey__VA,1532436646406279186,2022-06-02 18:59:02+00:00,en,29,0,3,0,"Audio file got corrupted, eye glass fell off the lens and my order from doordash was delayed for 2 hours. 

How’s your day going? ",
FantogemeDan,1532428480452784128,2022-06-02 18:26:35+00:00,en,1,0,0,0,"@Metsastraja I mean, other games do that as it is.. the bad cynical ones anyway.

idk, for the amount of money that franchise made, its like.. I'd expect something more out of it than just an audio file or a book to explain that stuff.

One of the many reasons I dont play anymore ",
magesy_pro,1532425345256853504,2022-06-02 18:14:08+00:00,en,1,0,0,0,"Fairlight Platinum Reason REFiLLS Fairlight Platinum Reason REFiLLS
iND | October 2013 | 1.75 GB
Everything from XXL, more Bitley patche https://t.co/xvl3xqHANn , #MaGeSY, #REVOLUTiON, #MaGeSYPRO https://t.co/LyLhTFzpqM",https://www.magesy.blog/audio-samples/audio-file-formats/refills/fairlight-platinum-reason-refills/
KingdomWarNFT,1532421836780277763,2022-06-02 18:00:11+00:00,en,11,1,1,2,"An #NFT can be...

A GIF
An image
A movie
A document
A song / audio file

What else?

#NFT #NFTs #NFTeducation",
hekalllll,1532421465035124736,2022-06-02 17:58:42+00:00,en,4,0,2,2,mann sadge i cant find my audio file :(( @aimanul_zarrin @PaehFizi https://t.co/QUKeSvp1Af,
McnallenStephen,1532420566950391809,2022-06-02 17:55:08+00:00,en,18,0,0,4,"ASATRU IS ABOUT DRINKING FROM YOUR OWN WELL

This audio file is posted on my website, https://t.co/35JobTzZCZ, and I intend to post one a week for at least the next couple of months.

https://t.co/VKAUPyJRxv

Stephen McNallen
WotanArise@protonmail.com https://t.co/drqQbckcsB","http://stevemcnallen.com, https://stevemcnallen.com/2022/06/02/asatru-is-about-drinking-from-your-own-well/"
ProfDallasiense,1532420401510375425,2022-06-02 17:54:29+00:00,en,0,0,0,0,"@cbcradioq @FredGoodman @patrickwatson Is this discussion still available? I don't see an audio file on the link. 
Thanks, Mr. Goodman, for your book. I recently read it and love it. I have begun a study of my own on Lhasa's art, her dialogue with the Hispanic literary tradition, and her approach to borders.",
Slayerblond,1532413833108762625,2022-06-02 17:28:23+00:00,en,0,0,1,0,"@MissAliceLux @chrisrwright The jury had access to this audio file at the deliberating time, I don't know if the heard it completelly but I asume they heard some",
RandomnameTook,1532413539725545472,2022-06-02 17:27:13+00:00,en,0,0,0,0,"@swannce2366 @Rap Want some truth, I was beat mercilessly when I was a child, and my aunt just said I was being clumsy. People belive women more than men never once did the amber heard followers listen to the audio file of her freely admitting to beating Johnny",
JoshuaPauselius,1532413147411148809,2022-06-02 17:25:39+00:00,en,1,0,1,0,I need this audio file to set as my alarm when I wake up every morning. https://t.co/WFknUVDZVL,
Dhanus_hhh,1532410847795916800,2022-06-02 17:16:31+00:00,et,0,0,0,0,@Janavj_offl @Atlee_dir Anney audio file irukka,
Janavj_offl,1532407922961317894,2022-06-02 17:04:54+00:00,es,0,0,2,0,@barathraina_567 @Atlee_dir Audio file ra,
pmalston,1532406691114848257,2022-06-02 17:00:00+00:00,en,1,0,0,1,"During these emotionally difficult times, many are finding comfort &amp; healing through journaling

There's no 1 way to journal 
write or type
draw pictures 
talk into an audio file

Journaling is a safe space where you can organize &amp; express your thoughts, feelings &amp; ideas https://t.co/cFMQycgO4b",
SuniDae,1532402934176169985,2022-06-02 16:45:04+00:00,en,0,0,0,0,"@steve_vladeck @Sifill_LDF @AdamSFeldman @GregStohr Audio file available if preferred. 

33 rulings await. Glaring issues include rulings on abortion and gun laws.",
jefflee81258649,1532399606801235968,2022-06-02 16:31:51+00:00,en,0,0,0,0,"@xiaoyu81856946 Right View Compassionate Episode 27: Magical Chinese Medicine (1)
 Editor's note: This program is an audio file launched by https://t.co/fMKlS36M4n. It selects some articles on https://t.co/fMKlS36M4n and music created by Dafa practitioners on Tianyin, and presents it in the","http://Zhengjian.com, http://Zhengjian.com"
