user,tweet id,created_at,lang,like_count,quote_count,reply_count,retweet_count,tweet,URL
nickiswild,1528162655252402176,2022-05-21 23:55:43+00:00,en,0,0,0,0,"With @Soundiiz, transfer your music collection (playlists and favorites) from one streaming service to another in just a few steps! #playlists #music https://t.co/TUXBv8oLXU this is legit because I really was confused on how I’d do this to Apple Music. Sorry Apple; I’m trying",https://soundiiz.com
GretaResister,1528162036395528192,2022-05-21 23:53:16+00:00,en,0,0,0,0,"IDK who came up with the soundtrack for #ThisIsUs, but they freaking stole my music collection!!!
@billyjoel #AndSoItGoes
#CatStevens @jonimitchell ",
hina_momo_og,1528158817938202624,2022-05-21 23:40:28+00:00,ja,0,0,0,0,"【予約】「MANKAI STAGE『A3！』ACT2！ ～SPRING 2022～」MUSIC Collection/春組（MANKAI STAGE）
エーステ　エースリー　16

発売日： 2022/7/6

https://t.co/52Sz2BUc7l",https://al.dmm.com/?lurl=https%3A%2F%2Fwww.dmm.com%2Fmono%2Fcd%2F-%2Fdetail%2F%3D%2Fcid%3Dcd_244pccg2150s%2F&af_id=shoutneko-013&ch=toolbar&ch_id=link
Mii_L_epaa,1528158517148151813,2022-05-21 23:39:16+00:00,ja,0,0,0,0,ZUN's Music Collectionほしいんですけど,
abatagestudios,1528156206245740544,2022-05-21 23:30:05+00:00,en,1,0,1,0,"Beginnings (2013 / 1:12) by Qualia

I'm putting my music collection on shuffle and drawing whatever album plays next. The only rule is to finish the drawing before the album ends! These are my BADLY DRAWN ALBUM COVERS!

#badlydrawnalbumcovers #music #art #artist #qualia https://t.co/mK896Xp16L",
BallsackFeed,1528155207313465344,2022-05-21 23:26:07+00:00,en,0,0,0,0,"Karate Man (Kanashimi no Squall  Soshi) Perfect Version - Nintendo
Rhythm Heaven Fever Complete Music Collection - 2011 - 2:10
Now playing on https://t.co/oXiWlJc7Gh
#ballsackradio https://t.co/tiCn8y3CgB",http://ballsackradio.com
damnromulans,1528146727252918273,2022-05-21 22:52:26+00:00,en,23,0,5,0,@SnazzyQ and yet it’s the best streaming service if you care about having a music collection,
hina_momo_og,1528138684326981633,2022-05-21 22:20:28+00:00,ja,0,0,0,0,"【予約】「MANKAI STAGE『A3！』ACT2！ ～SPRING 2022～」MUSIC Collection/春組（MANKAI STAGE）
エーステ　エースリー　49

発売日： 2022/7/6

https://t.co/52Sz2BUc7l",https://al.dmm.com/?lurl=https%3A%2F%2Fwww.dmm.com%2Fmono%2Fcd%2F-%2Fdetail%2F%3D%2Fcid%3Dcd_244pccg2150s%2F&af_id=shoutneko-013&ch=toolbar&ch_id=link
jeymien,1528135409313660928,2022-05-21 22:07:27+00:00,en,0,0,0,0,"Offspring
2 Unlimited
New Kids on the Block
Guns n Roses
Various club mixes, not really bands.

Yeah, my music collection of cassettes is all over the place. https://t.co/cAkHGWP4wN",
pckun11,1528133942657679360,2022-05-21 22:01:37+00:00,ja,2,0,0,0,朝、目覚めに心地よい～活力が出るクラシック名曲集・Morning Classical Music Collection（長時間作業用BGM)5時間25分　https://t.co/G3N5eHNWA9,http://bgm18.sblo.jp/article/185336366.html
