user,created_at,lang,like_count,quote_count,reply_count,retweet_count,tweet,URL
Terrysm2001,2022-05-01 23:58:47+00:00,en,1,0,0,0,"In response to book bans targeting Black and LGBTQ+ people, the Brooklyn Public Library is offering digital library cards to anyone ages 13 to 21.

Every Teen in the US Can Now Get Free Access to Banned Books https://t.co/BKYu4xiPiB",https://www.vice.com/en/article/5dgvg5/every-teen-in-the-us-can-now-get-free-access-to-banned-books
LenaKauffman,2022-05-01 23:49:15+00:00,en,2,0,2,0,"@msepiderm You are right. It was a 9 year old. I’m actually not opposed to high schoolers having access to some controversial books, but Sora (the digital library) is full of so many cheap titles and poor writing. And parents can’t see what their kids are reading when it’s an e-book.",
IDJoe4Congress,2022-05-01 23:38:32+00:00,en,18,0,3,1,"I got a favor to ask of who ever is in charge of the digital library of Congress....
Going to need a secure copy before the department of revisions figures out how to use ""find replace""....",
lazansqui,2022-05-01 23:35:55+00:00,en,0,0,0,0,"@UzeirD @Maekar7 @NebojsaMalic thesis by an Englishman:
https://t.co/dr1Qtq3QZz

Ankara University professor article
https://t.co/Ep4pmKQMpy","https://css.ethz.ch/en/services/digital-library/articles/article.html/9d2d0261-16db-43d5-877a-5401abf6e016, https://www.jstor.org/stable/1048216"
SuriyaSubraman,2022-05-01 23:19:12+00:00,en,0,0,0,0,"Enterprise big data management based on Knowledge Graph - ACM Digital Library: ABSTRACT. With the continuous development of enterprises, the accumulated multi-source big data has gradually become the core resource of enterprises. https://t.co/Cm532L3Jdb #bigdata #cdo #cto",http://dlvr.it/SPbLN5
YungChiefKeefJr,2022-05-01 22:48:05+00:00,en,3,0,1,0,took 96 hours straight to download my entire digital library onto an 8tb hdd but oooo weeee it was worth it. still have 5tb free for all my disc stuff https://t.co/aiImGShgVA,
DKTB36,2022-05-01 22:44:58+00:00,en,0,0,0,0,"Incredible that such an underappreciated project exists. I just donated to the Internet Archive, the world's largest digital library and home of the Wayback Machine. Join me and chip in what you can! https://t.co/ST91h4SGXR",https://archive.org/donate?iax=ctx%7Ctwitter
vinbrown,2022-05-01 22:10:40+00:00,en,36,0,2,1,This sketch of the same scene is from the New York Public Library's Digital Library. https://t.co/aZG5Uonj9x,
LexisNexis,2022-05-01 21:55:00+00:00,en,3,0,0,1,"#LawLibrarian Christy Smith on how the LexisNexis Digital Library allows her to curate titles that students, faculty, alumni and others will actually use: https://t.co/RIirq8KLoO

#LexisNexis #books #ebooks #library #LawLibrary #LawLibrarians #AALL #LawSchools #Education",https://bit.ly/3vb8ARa
MsMagazine,2022-05-01 21:52:00+00:00,en,16,2,2,8,"In response to book bans targeting Black and LGBTQ+ people, the Brooklyn Public Library is offering digital library cards to anyone ages 13 to 21. #MsReads via @motherboard
https://t.co/6T9nACG0VZ",https://www.vice.com/en/article/5dgvg5/every-teen-in-the-us-can-now-get-free-access-to-banned-books
NYCDOEOLS,2022-05-01 21:44:33+00:00,en,12,0,0,6,"What is #EidAlFitr? @NYCSchools, borrow a book from the Citywide Digital Library on @Sorareadingapp &amp; learn more! https://t.co/HwkdCAXA7y",
conrad91009,2022-05-01 20:42:59+00:00,en,0,0,0,0,@jodyjsperling Yes and it’s huge! LA County Library. You can get a digital library card on line and download the Overdrive App on your iPhone or Android  https://t.co/1UvX3eEja6,
NYCDOEOLS,2022-05-01 20:26:58+00:00,en,7,0,0,5,Why are @NYCSchools closed tomorrow? Learn all about Eid-al-Fitr from the Citywide Digital Library on @Sorareadingapp. https://t.co/NVOYuQl3Xs @NYCMultilingual @NycLearning @mylibrarynyc #EidAlFitr https://t.co/z0qhxOy8lh,https://soraapp.com/library/nycschools/curated-1320469/page-1
american1828,2022-05-01 20:07:52+00:00,en,0,0,0,0,@regularblack247 Okay. America https://t.co/y4cSRbA9ow,https://library.si.edu/digital-library/book/america00ogil
Gut_Bench69,2022-05-01 19:50:14+00:00,en,2,0,1,1,@MTorriero Best stream of consciousness writing of all time.  Virginia Wolf began a movement with it. https://t.co/89gOM6RIXo,http://digital.library.upenn.edu/women/woolf/monday/monday-08.html
OTVocEd,2022-05-01 19:24:34+00:00,en,0,0,0,0,@DianaRoss Ms. Ross I am researching a point in time of the historic Cass Tech. Wayne State University shows what appears to be adult learners. Do you recall in your enrollment if this was still in practice? https://t.co/cwrQLcQr8D,https://digital.library.wayne.edu/item/wayne:vmc75367mixed
Karthik54138983,2022-05-01 19:14:02+00:00,en,0,0,0,0,What an effort!!! This has to go to Indian Cinema digital library https://t.co/yxUm4BvQ6l,
AlexC_EMHS,2022-05-01 18:27:09+00:00,en,4,0,3,0,"Finally, EMs should forever be a student of lessons learned. Most of the AARs that come out of attacks on major special events are publicly available, and those that aren't are usually available on HSIN or on Homeland Security Digital Library. Build your own knowledge base.",
UKFCOT,2022-05-01 18:19:07+00:00,en,2,0,0,0,"@dianecox61 @theRCOT Thanks for engaging. Many concerns about the costs, consequences and impact of stopping a valued member benefit. Why not keep the physical and digital library that offers the best of both worlds to all?  See OT4OT &amp; complaints. @sarah_bodell @Sue_T2O @HistoryOt",
LingWebs,2022-05-01 18:12:02+00:00,ja,0,0,0,0,MultiTree: A Digital Library of Language Relationships / 言語の親族関係を樹形図にして表示するサイト。自由に動かせて楽しく言語に触れることが可能。 / https://t.co/YYTgBGRedK,http://multitree.org/
MohamedBoufarss,2022-05-01 16:59:34+00:00,en,1,0,0,0,"New OA post: @DrKhalidarr @AERALSJ @TXSTCOE @alkeklibrary @CLAS_TXST Congratulations!

For your consideration; let me know if you're interested in adding your work for #openaccess https://t.co/ulfSDGb1tv https://t.co/nIFy40ypre",https://digital.library.txstate.edu/handle/10877/34
RachealKabagabe,2022-05-01 16:53:23+00:00,en,0,0,1,0,"@BladeDamon2 @UG_confesses Here is a small extract from the UN Women's report on women's progress 2019-2020...it goes down to more details to show there is great improvement over the years.
You can check it out,  https://t.co/nJpVRxZIMI
There is more data on it,you are free to Google it... https://t.co/tqTIxhnvsy",https://www.unwomen.org/en/digital-library/progress-of-the-worlds-women
alkekarlene,2022-05-01 16:46:28+00:00,en,1,0,1,0,"@DrKhalidarr @AERALSJ @TXSTCOE @alkeklibrary @CLAS_TXST Congratulations!

For your consideration; let me know if you're interested in adding your work for #openaccess https://t.co/gxIDtjRONs https://t.co/UNoyEhu1Qp",https://digital.library.txstate.edu/handle/10877/34
AlucardPress13,2022-05-01 16:23:50+00:00,en,0,0,0,0,"A dark fantasy from Alucard Press! FREE to download for a few days so add it to your digital library!
https://t.co/iYDXQDWDkc
#horror #darkfantasy #freebooks #Novella https://t.co/OreR4CDz7F",https://www.amazon.com/gp/product/B09663827X/ref=dbs_a_def_rwt_hsch_vapi_taft_p2_i3
HistoryOt,2022-05-01 16:15:20+00:00,en,0,0,0,0,"@Sue_T2O @sarah_bodell @dianecox61 @theRCOT @UKFCOT Why not retain the physical and digital library which offers access to all and has done for 20+years?  Check impact on neurodiverse OTs and with dsylexia.  Plus, was the article disengenious?  Many didn't realise implications of ditigal only.  See OT4OT.",
UNLibrary,2022-05-01 16:01:27+00:00,en,9,0,0,6,The #UNLibrary’s Index to Speeches provides access to meeting records of the principal @UN organs. Interventions before the Security Council are available in the UN Digital Library going back to 1964: https://t.co/H5IcVz0eGt #UNDL #UNSC https://t.co/neiDU55TGR,http://ow.ly/nyIn50xQocL
BalthazarBullit,2022-05-01 16:00:01+00:00,en,0,0,0,0,"@DN35GTFC Need to renew Scannell's contract
Abrahams deserves a start
Will Jones get better with games?
If you're expecting 1300 fans make sure you have the staff to feed and water them
There should be a GTFC video portal/archive/digital library to up load fan footage.",
bluesherbet_,2022-05-01 15:44:43+00:00,th,39,0,0,98,"พอดีคุยเรื่องคดีความกับน้องที่ทำงานกฎหมาย แล้วก็คุยเรื่องเจนสองด้วย น้องเค้าเลยบอกว่ามันมีคนเอาเรื่องพี่ลูกหว้าไปทำธีสิส

เป็นธีสิสที่ทั้งอยากและไม่อยากอ่านในเวลาเดียวกันเลยค่ะ (ความทรงจำโหดร้ายมากเด้อ) 

https://t.co/kEny7OybUs

(เจ้าของธีสิสทักมาคุยได้นะคะ)",http://digital.library.tu.ac.th/tu_dc/frontend/Info/item/dc:164279
joe_possibly,2022-05-01 15:32:18+00:00,en,4,0,1,3,"@DawnTJ90 @damagedonegr I don't know why this is so hard for climate ""scientists"", including @damagedonegr .

A proper scientific paper includes raw data and the means by which measurements were made. Pretty graphs be damned.

See page 6, ""Precision of Measurements"".
https://t.co/5pmesmPg5D",https://digital.library.unt.edu/ark:/67531/metadc66100/
FrontendLA,2022-05-01 15:24:03+00:00,en,0,0,0,1,"#Hartford #jobs @ Hartford Public Library (Hartford, CT) - Digital Library Lab Project Manager =&gt; https://t.co/4rVyvkkKD9 | #crypto #cryptocommunity #saveftm SAVE $FTM #FTMUSDT https://t.co/01nFAKlPRK","https://cutt.ly/TGAi2bT, https://cutt.ly/ku69"
HuisceBeatha,2022-05-01 15:22:14+00:00,en,0,0,0,0,"I still worry about the future of digital library access to trade publishing despite how much covid opened publishers’ minds to new models and more flexibility. Leadership and management make a business. When this generation retires, I wonder who will take the baton",
SaAnMi53,2022-05-01 14:54:12+00:00,en,0,0,0,0,"Please share - Banning Books is Always Bad
Responding  to book bans targeting Black &amp; LGBTQ+ people, the Brooklyn Public Library offers  digital library cards for ages 13 to 21.
Every Teen in the US Can Now Get Free Access to Banned Books https://t.co/jN4M3uLuuH via @motherboard",https://www.vice.com/en/article/5dgvg5/every-teen-in-the-us-can-now-get-free-access-to-banned-books
ParkHealthOER,2022-05-01 14:41:35+00:00,en,0,0,0,0,B1317.2 - National Digital Library Service Bill - 2nd Reading via /r/MHOL https://t.co/ORhnaMLHQj #functionalliteracy,https://ift.tt/GQAb9WB
